slog_stranger_1001_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1016_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1019_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1020_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1021_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1022_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1024_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1025_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1026_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1029_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1032_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1035_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1036_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1037_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1038_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1041_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1042_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1045_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1049_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1056_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1057_sink.smt2.log:sat ,( (define-fun sigmaStar_0 () String "\u{5c}<SCRIPT") (define-fun sigmaStar_1 () String "") (define-fun sigmaStar_2 () String "") (define-fun sigmaStar_3 () String "") (define-fun sigmaStar_4 () String "") (define-fun literal_5 () String "  <frame src=\u{5c}""viewassessment.php?id=") (define-fun x_7 () String "  <frame src=\u{5c}""viewassessment.php?id=\u{5c}<SCRIPT") (define-fun literal_8 () String "&amp;aid=") (define-fun x_9 () String "  <frame src=\u{5c}""viewassessment.php?id=\u{5c}<SCRIPT&amp;aid=") (define-fun literal_6 () String "aid") (define-fun x_12 () String "  <frame src=\u{5c}""viewassessment.php?id=\u{5c}<SCRIPT&amp;aid=aid") (define-fun literal_10 () String "#sid=") (define-fun x_13 () String "#sid=") (define-fun literal_14 () String "&amp;allowcomments=") (define-fun x_15 () String "  <frame src=\u{5c}""viewassessment.php?id=\u{5c}<SCRIPT&amp;aid=aid&amp;allowcomments=") (define-fun literal_11 () String "allowcomments") (define-fun x_18 () String "  <frame src=\u{5c}""viewassessment.php?id=\u{5c}<SCRIPT&amp;aid=aid&amp;allowcomments=allowcomments") (define-fun literal_19 () String "&amp;frameset=top&amp;redirect=") (define-fun x_20 () String "  <frame src=\u{5c}""viewassessment.php?id=\u{5c}<SCRIPT&amp;aid=aid&amp;allowcomments=allowcomments&amp;frameset=top&amp;redirect=") (define-fun x_21 () String "") (define-fun epsilon () String "") (define-fun literal_17 () String "redirect") (define-fun x_22 () String "  <frame src=\u{5c}""viewassessment.php?id=\u{5c}<SCRIPT&amp;aid=aid&amp;allowcomments=allowcomments&amp;frameset=top&amp;redirect=") (define-fun literal_23 () String "\u{5c}"" border=\u{5c}""10\u{5c}"" />") (define-fun x_24 () String "  <frame src=\u{5c}""viewassessment.php?id=\u{5c}<SCRIPT&amp;aid=aid&amp;allowcomments=allowcomments&amp;frameset=top&amp;redirect=\u{5c}"" border=\u{5c}""10\u{5c}"" />") ) 
slog_stranger_1058_sink.smt2.log:sat ,( (define-fun sigmaStar_0 () String "") (define-fun sigmaStar_1 () String "") (define-fun sigmaStar_2 () String "") (define-fun sigmaStar_3 () String "\u{5c}<SCRIPT") (define-fun sigmaStar_4 () String "") (define-fun literal_5 () String "  <frame src=\u{5c}""viewassessment.php?id=") (define-fun x_7 () String "  <frame src=\u{5c}""viewassessment.php?id=\u{5c}<SCRIPT") (define-fun literal_8 () String "&amp;aid=") (define-fun x_9 () String "  <frame src=\u{5c}""viewassessment.php?id=\u{5c}<SCRIPT&amp;aid=") (define-fun literal_6 () String "aid") (define-fun x_12 () String "  <frame src=\u{5c}""viewassessment.php?id=\u{5c}<SCRIPT&amp;aid=aid") (define-fun literal_10 () String "#sid=") (define-fun x_13 () String "#sid=") (define-fun literal_14 () String "&amp;allowcomments=") (define-fun x_15 () String "  <frame src=\u{5c}""viewassessment.php?id=\u{5c}<SCRIPT&amp;aid=aid&amp;allowcomments=") (define-fun literal_11 () String "allowcomments") (define-fun x_18 () String "  <frame src=\u{5c}""viewassessment.php?id=\u{5c}<SCRIPT&amp;aid=aid&amp;allowcomments=allowcomments") (define-fun literal_19 () String "&amp;frameset=bottom&amp;redirect=") (define-fun x_20 () String "  <frame src=\u{5c}""viewassessment.php?id=\u{5c}<SCRIPT&amp;aid=aid&amp;allowcomments=allowcomments&amp;frameset=bottom&amp;redirect=") (define-fun x_21 () String "") (define-fun epsilon () String "") (define-fun literal_17 () String "redirect") (define-fun x_22 () String "  <frame src=\u{5c}""viewassessment.php?id=\u{5c}<SCRIPT&amp;aid=aid&amp;allowcomments=allowcomments&amp;frameset=bottom&amp;redirect=") (define-fun literal_23 () String "\u{5c}"" />") (define-fun x_24 () String "  <frame src=\u{5c}""viewassessment.php?id=\u{5c}<SCRIPT&amp;aid=aid&amp;allowcomments=allowcomments&amp;frameset=bottom&amp;redirect=\u{5c}"" />") ) 
slog_stranger_1059_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1060_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1061_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1069_sink.smt2.log:sat ,( (define-fun sigmaStar_0 () String "") (define-fun sigmaStar_1 () String "") (define-fun sigmaStar_9 () String "\u{5c}<SCRIPT") (define-fun literal_10 () String "<tr valign=""top"">\u{5c}n\u{d}\u{a}            <td colspan=""2"" align=""center"">\u{d}\u{a}            <b>thegradeis: ") (define-fun x_11 () String "<tr valign=""top"">\u{5c}n\u{d}\u{a}            <td colspan=""2"" align=""center"">\u{d}\u{a}            <b>thegradeis: \u{5c}<SCRIPT") (define-fun literal_13 () String " (") (define-fun x_14 () String "<tr valign=""top"">\u{5c}n\u{d}\u{a}            <td colspan=""2"" align=""center"">\u{d}\u{a}            <b>thegradeis: \u{5c}<SCRIPT (") (define-fun literal_12 () String "maximumgrade") (define-fun x_15 () String "<tr valign=""top"">\u{5c}n\u{d}\u{a}            <td colspan=""2"" align=""center"">\u{d}\u{a}            <b>thegradeis: \u{5c}<SCRIPT (maximumgrade") (define-fun sigmaStar_18 () String "") (define-fun literal_17 () String " ") (define-fun x_19 () String "<tr valign=""top"">\u{5c}n\u{d}\u{a}            <td colspan=""2"" align=""center"">\u{d}\u{a}            <b>thegradeis: \u{5c}<SCRIPT (maximumgrade ") (define-fun x_20 () String "<tr valign=""top"">\u{5c}n\u{d}\u{a}            <td colspan=""2"" align=""center"">\u{d}\u{a}            <b>thegradeis: \u{5c}<SCRIPT (maximumgrade ") (define-fun literal_21 () String ")</b>\u{d}\u{a}            </td></tr><tr><td colspan=""2"" class=""workshopassessmentheading"">&nbsp;</td></tr>\u{5c}n") (define-fun x_22 () String "<tr valign=""top"">\u{5c}n\u{d}\u{a}            <td colspan=""2"" align=""center"">\u{d}\u{a}            <b>thegradeis: \u{5c}<SCRIPT (maximumgrade )</b>\u{d}\u{a}            </td></tr><tr><td colspan=""2"" class=""workshopassessmentheading"">&nbsp;</td></tr>\u{5c}n") ) 
slog_stranger_1073_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1078_sink.smt2.log:sat ,( (define-fun sigmaStar_0 () String "") (define-fun sigmaStar_7 () String "\u{5c}<SCRIPT") (define-fun literal_8 () String "<p align=""right""><font size=""1"">weight: ") (define-fun x_9 () String "<p align=""right""><font size=""1"">weight: \u{5c}<SCRIPT") (define-fun literal_10 () String "</font></p>\u{5c}n") (define-fun x_11 () String "<p align=""right""><font size=""1"">weight: \u{5c}<SCRIPT</font></p>\u{5c}n") ) 
slog_stranger_1092_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1094_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1096_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1102_sink.smt2.log:sat ,( (define-fun sigmaStar_0 () String "") (define-fun sigmaStar_1 () String "") (define-fun sigmaStar_10 () String "\u{5c}<SCRIPT") (define-fun literal_11 () String "<td><p align=""right""><font size=""1"">weight: ") (define-fun x_12 () String "<td><p align=""right""><font size=""1"">weight: \u{5c}<SCRIPT") (define-fun literal_13 () String "</font></td></tr>\u{5c}n") (define-fun x_14 () String "<td><p align=""right""><font size=""1"">weight: \u{5c}<SCRIPT</font></td></tr>\u{5c}n") ) 
slog_stranger_1104_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1105_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1110_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1113_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1114_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1115_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1116_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1120_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1125_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1126_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1127_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1129_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1130_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1131_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1133_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1134_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1135_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1136_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1137_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1139_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1140_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1141_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1142_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1143_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1144_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1145_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1146_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1147_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1148_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1149_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1151_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1155_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1156_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1158_sink.smt2.log:sat ,( (define-fun sigmaStar_0 () String "\u{5c}<SCRIPT") (define-fun literal_1 () String "<head><meta http-equiv=\u{5c}""content-type\u{5c}"" content=\u{5c}""text/html; charset=") (define-fun x_2 () String "<head><meta http-equiv=\u{5c}""content-type\u{5c}"" content=\u{5c}""text/html; charset=\u{5c}<SCRIPT") (define-fun literal_3 () String "\u{5c}"" />\u{5c}n") (define-fun x_4 () String "<head><meta http-equiv=\u{5c}""content-type\u{5c}"" content=\u{5c}""text/html; charset=\u{5c}<SCRIPT\u{5c}"" />\u{5c}n") ) 
slog_stranger_1160_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1161_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1162_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1167_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1168_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1169_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1170_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1171_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1173_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1174_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1178_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1191_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1192_sink.smt2.log:sat ,( (define-fun sigmaStar_0 () String "") (define-fun sigmaStar_7 () String "\u{5c}<SCRIPT") (define-fun literal_8 () String "<p align=""right""><font size=""1"">weight: ") (define-fun x_9 () String "<p align=""right""><font size=""1"">weight: \u{5c}<SCRIPT") (define-fun literal_10 () String "</font>\u{5c}n") (define-fun x_11 () String "<p align=""right""><font size=""1"">weight: \u{5c}<SCRIPT</font>\u{5c}n") ) 
slog_stranger_1193_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1199_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1203_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1204_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1206_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1209_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1217_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1224_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1225_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1228_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1230_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1234_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1235_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1236_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1237_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1238_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1239_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1241_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1242_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1245_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
slog_stranger_1250_sink.smt2.log:unsat ,(error "Cannot get model unless after a SAT or UNKNOWN response.") 
