,mas,,,cvc5,,,ostrich,,,z3
filename,real,user,sys,real,user,sys,real,user,sys,real,user,sys
01_track_162,24.992,57.057,62.424,,,,,,,,,,
01_track_163,0.906,1.131,0.517,,,,,,,,,,
01_track_164,0.797,0.725,0.467,,,,,,,,,,
01_track_165,0.847,0.903,0.492,,,,,,,,,,
01_track_166,0.976,1.222,0.539,,,,,,,,,,
01_track_167,0.835,0.846,0.489,,,,,,,,,,
01_track_168,0.905,1.198,0.526,,,,,,,,,,
01_track_169,0.808,0.776,0.466,,,,,,,,,,
01_track_17,0.990,1.335,0.590,,,,,,,,,,
01_track_170,0.871,0.970,0.509,,,,,,,,,,
01_track_171,0.872,0.916,0.496,,,,,,,,,,
01_track_172,0.848,0.996,0.517,,,,,,,,,,
01_track_173,0.846,0.913,0.493,,,,,,,,,,
01_track_174,45.290,319.404,134.395,,,,,,,,,,
01_track_175,0.816,0.752,0.459,,,,,,,,,,
01_track_176,0.764,0.612,0.437,,,,,,,,,,
01_track_177,2.191,4.298,1.170,,,,,,,,,,
01_track_178,7.962,16.676,3.374,,,,,,,,,,
01_track_179,0.867,1.112,0.496,,,,,,,,,,
01_track_18,404.019,1227.397,103.502,,,,,,,,,,
01_track_180,0.796,0.740,0.460,,,,,,,,,,
01_track_181,0.845,1.025,0.499,,,,,,,,,,
01_track_182,0.805,0.744,0.456,,,,,,,,,,
01_track_183,1.426,2.563,0.869,,,,,,,,,,
01_track_184,1.159,2.029,0.771,,,,,,,,,,
01_track_185,0.775,0.707,0.441,,,,,,,,,,
01_track_186,0.869,1.050,0.517,,,,,,,,,,
01_track_187,3.859,9.231,1.741,,,,,,,,,,
01_track_188,689.399,2755.749,273.954,,,,,,,,,,
01_track_189,0.862,0.873,0.494,,,,,,,,,,
01_track_19,0.836,0.982,0.453,,,,,,,,,,
01_track_190,0.999,1.254,0.555,,,,,,,,,,
01_track_191,18.775,42.162,3.606,,,,,,,,,,
01_track_192,0.799,0.777,0.475,,,,,,,,,,
01_track_193,0.754,0.598,0.429,,,,,,,,,,
01_track_194,,,,,,,,,,,,,
01_track_195,0.877,0.762,0.492,,,,,,,,,,
01_track_196,0.828,0.868,0.493,,,,,,,,,,
01_track_197,0.827,0.840,0.489,,,,,,,,,,
01_track_198,96.722,283.304,96.194,,,,,,,,,,
01_track_199,166.046,1034.185,1182.084,,,,,,,,,,
01_track_2,0.725,0.512,0.431,,,,,,,,,,
01_track_20,24.681,30.664,1.673,,,,,,,,,,
01_track_200,1.711,0.627,0.478,,,,,,,,,,
01_track_21,0.869,1.102,0.544,,,,,,,,,,
01_track_22,0.807,0.770,0.462,,,,,,,,,,
01_track_23,4.043,7.050,1.740,,,,,,,,,,
01_track_24,0.856,0.912,0.501,,,,,,,,,,
01_track_25,405.478,2058.927,2430.904,,,,,,,,,,
01_track_26,,,,,,,,,,,,,
01_track_27,0.828,0.686,0.445,,,,,,,,,,
01_track_28,19.311,39.057,7.843,,,,,,,,,,
01_track_29,0.860,0.926,0.472,,,,,,,,,,
01_track_3,1.269,1.884,0.668,,,,,,,,,,
01_track_30,,,,,,,,,,,,,
01_track_31,92.380,256.555,41.484,,,,,,,,,,
01_track_32,0.890,0.904,0.477,,,,,,,,,,
01_track_33,24.594,54.749,68.625,,,,,,,,,,
01_track_34,0.828,0.882,0.476,,,,,,,,,,
01_track_35,64.171,164.751,36.091,,,,,,,,,,
01_track_36,69.795,171.744,39.813,,,,,,,,,,
01_track_37,0.853,0.898,0.506,,,,,,,,,,
01_track_38,0.900,1.058,0.531,,,,,,,,,,
01_track_39,24.262,51.388,10.527,,,,,,,,,,
01_track_4,0.804,0.719,0.449,,,,,,,,,,
01_track_40,0.831,0.931,0.490,,,,,,,,,,
01_track_41,5.135,9.671,3.098,,,,,,,,,,
01_track_42,370.827,2270.956,2850.835,,,,,,,,,,
01_track_43,329.133,2429.359,3037.385,,,,,,,,,,
01_track_44,0.790,0.608,0.437,,,,,,,,,,
01_track_45,0.824,0.872,0.451,,,,,,,,,,
01_track_46,476.777,3266.596,4466.226,,,,,,,,,,
01_track_47,150.458,868.267,945.992,,,,,,,,,,
01_track_48,0.793,0.671,0.424,,,,,,,,,,
01_track_49,0.812,0.807,0.481,,,,,,,,,,
01_track_5,0.867,1.007,0.541,,,,,,,,,,
01_track_50,769.014,3391.037,1602.429,,,,,,,,,,
01_track_51,0.857,0.854,0.500,,,,,,,,,,
01_track_52,0.819,0.746,0.486,,,,,,,,,,
01_track_53,480.402,3186.345,4230.208,,,,,,,,,,
01_track_54,1.137,1.648,0.652,,,,,,,,,,
01_track_55,2.626,5.504,1.138,,,,,,,,,,
01_track_56,0.885,1.002,0.514,,,,,,,,,,
01_track_57,,,,,,,,,,,,,
01_track_58,0.849,0.879,0.515,,,,,,,,,,
01_track_59,34.781,312.806,87.912,,,,,,,,,,
01_track_6,,,,,,,,,,,,,
01_track_60,235.616,1802.900,2096.510,,,,,,,,,,
01_track_61,0.834,0.908,0.514,,,,,,,,,,
01_track_62,0.793,0.740,0.451,,,,,,,,,,
01_track_63,0.806,0.807,0.499,,,,,,,,,,
01_track_64,,,,,,,,,,,,,
01_track_65,1.196,1.090,0.550,,,,,,,,,,
01_track_66,0.807,0.803,0.450,,,,,,,,,,
01_track_67,1.014,1.240,0.580,,,,,,,,,,
01_track_68,5.195,9.863,3.013,,,,,,,,,,
01_track_69,380.143,2650.910,3341.363,,,,,,,,,,
01_track_7,0.804,0.797,0.461,,,,,,,,,,
01_track_70,0.902,1.268,0.535,,,,,,,,,,
01_track_71,0.714,0.526,0.423,,,,,,,,,,
01_track_72,392.576,2560.364,3662.865,,,,,,,,,,
01_track_73,0.975,1.256,0.517,,,,,,,,,,
01_track_74,0.821,0.884,0.490,,,,,,,,,,
01_track_75,1.062,1.735,0.621,,,,,,,,,,
01_track_76,0.775,0.705,0.461,,,,,,,,,,
01_track_77,259.050,1751.898,2206.832,,,,,,,,,,
01_track_78,0.790,0.646,0.434,,,,,,,,,,
01_track_79,1.019,1.376,0.568,,,,,,,,,,
01_track_8,13.483,31.177,7.000,,,,,,,,,,
01_track_80,0.978,1.264,0.568,,,,,,,,,,
01_track_81,1.416,2.603,0.683,,,,,,,,,,
01_track_82,35.743,309.245,83.104,,,,,,,,,,
01_track_83,0.781,0.584,0.467,,,,,,,,,,
01_track_84,0.854,0.938,0.489,,,,,,,,,,
01_track_85,48.797,118.198,21.757,,,,,,,,,,
01_track_86,0.838,0.850,0.493,,,,,,,,,,
01_track_87,1.866,3.533,1.165,,,,,,,,,,
01_track_88,0.948,1.374,0.579,,,,,,,,,,
01_track_89,0.783,0.661,0.455,,,,,,,,,,
01_track_9,0.851,0.896,0.491,,,,,,,,,,
01_track_90,0.836,0.828,0.486,,,,,,,,,,
01_track_91,0.953,1.461,0.575,,,,,,,,,,
01_track_92,0.845,0.908,0.500,,,,,,,,,,
01_track_93,0.963,1.376,0.580,,,,,,,,,,
01_track_94,0.849,0.759,0.513,,,,,,,,,,
01_track_95,0.903,1.077,0.545,,,,,,,,,,
01_track_96,0.933,1.125,0.532,,,,,,,,,,
01_track_97,0.872,1.068,0.514,,,,,,,,,,
01_track_98,0.881,0.950,0.503,,,,,,,,,,
01_track_99,0.824,0.816,0.496,,,,,,,,,,
02_track_1,36.527,326.299,113.792,,,,,,,,,,
02_track_2,34.291,310.642,90.680,,,,,,,,,,
02_track_3,35.526,304.490,99.018,,,,,,,,,,
02_track_4,33.585,301.510,85.681,,,,,,,,,,
02_track_5,,,,,,,,,,,,,
02_track_6,37.454,332.315,82.943,,,,,,,,,,
02_track_7,34.929,316.038,101.645,,,,,,,,,,
02_track_8,,,,,,,,,,,,,
02_track_9,35.252,324.380,75.329,,,,,,,,,,
03_track_1,34.258,322.800,108.873,,,,,,,,,,
03_track_10,21.159,51.517,62.568,,,,,,,,,,
03_track_100,0.815,0.786,0.458,,,,,,,,,,
03_track_101,1.686,6.823,1.368,,,,,,,,,,
03_track_102,0.803,0.796,0.457,,,,,,,,,,
03_track_103,,,,,,,,,,,,,
03_track_104,0.790,0.630,0.453,,,,,,,,,,
03_track_105,0.770,0.621,0.437,,,,,,,,,,
03_track_106,0.772,0.644,0.425,,,,,,,,,,
03_track_107,0.776,0.730,0.443,,,,,,,,,,
03_track_108,0.816,0.741,0.464,,,,,,,,,,
03_track_109,123.432,711.280,81.117,,,,,,,,,,
03_track_11,34.763,328.724,111.635,,,,,,,,,,
03_track_110,,,,,,,,,,,,,
03_track_111,,,,,,,,,,,,,
03_track_112,0.728,0.518,0.427,,,,,,,,,,
03_track_113,0.733,0.520,0.426,,,,,,,,,,
03_track_114,0.730,0.489,0.453,,,,,,,,,,
03_track_115,0.730,0.509,0.439,,,,,,,,,,
03_track_116,0.719,0.492,0.446,,,,,,,,,,
03_track_117,0.719,0.501,0.448,,,,,,,,,,
03_track_118,0.717,0.509,0.435,,,,,,,,,,
03_track_119,0.902,1.183,0.517,,,,,,,,,,
03_track_12,328.931,2605.575,3033.799,,,,,,,,,,
03_track_120,1.629,6.484,1.238,,,,,,,,,,
03_track_121,,,,,,,,,,,,,
03_track_122,,,,,,,,,,,,,
03_track_123,,,,,,,,,,,,,
03_track_124,578.990,3762.438,4922.415,,,,,,,,,,
03_track_125,3.681,8.316,1.922,,,,,,,,,,
03_track_126,0.794,0.628,0.451,,,,,,,,,,
03_track_127,0.788,0.596,0.478,,,,,,,,,,
03_track_128,,,,,,,,,,,,,
03_track_129,0.846,0.877,0.476,,,,,,,,,,
03_track_13,351.606,2775.015,3448.726,,,,,,,,,,
03_track_130,4.585,10.565,1.656,,,,,,,,,,
03_track_131,1.657,4.304,0.921,,,,,,,,,,
03_track_132,0.723,0.510,0.433,,,,,,,,,,
03_track_133,0.716,0.519,0.424,,,,,,,,,,
03_track_134,0.713,0.499,0.438,,,,,,,,,,
03_track_135,0.737,0.506,0.437,,,,,,,,,,
03_track_136,0.722,0.529,0.419,,,,,,,,,,
03_track_137,2.089,7.170,1.144,,,,,,,,,,
03_track_138,16.151,39.690,62.283,,,,,,,,,,
03_track_139,324.792,2382.498,3151.742,,,,,,,,,,
03_track_14,32.489,284.973,79.997,,,,,,,,,,
03_track_140,,,,,,,,,,,,,
03_track_141,,,,,,,,,,,,,
03_track_142,359.946,1747.928,263.989,,,,,,,,,,
03_track_143,,,,,,,,,,,,,
03_track_144,0.842,0.627,0.473,,,,,,,,,,
03_track_145,1189.981,6005.029,5119.366,,,,,,,,,,
03_track_146,1.685,3.973,0.883,,,,,,,,,,
03_track_147,0.815,0.804,0.468,,,,,,,,,,
03_track_148,,,,,,,,,,,,,
03_track_149,0.720,0.502,0.442,,,,,,,,,,
03_track_15,0.718,0.503,0.423,,,,,,,,,,
03_track_150,0.720,0.513,0.446,,,,,,,,,,
03_track_151,0.720,0.513,0.430,,,,,,,,,,
03_track_152,0.728,0.531,0.420,,,,,,,,,,
03_track_153,0.723,0.514,0.437,,,,,,,,,,
03_track_154,119.695,924.916,80.519,,,,,,,,,,
03_track_155,,,,,,,,,,,,,
03_track_156,52.693,431.871,99.740,,,,,,,,,,
03_track_157,,,,,,,,,,,,,
03_track_158,588.593,592.031,13.151,,,,,,,,,,
03_track_159,1.886,6.464,1.333,,,,,,,,,,
03_track_16,257.644,1919.060,2191.460,,,,,,,,,,
03_track_160,,,,,,,,,,,,,
03_track_161,0.889,1.292,0.537,,,,,,,,,,
03_track_162,,,,,,,,,,,,,
03_track_163,0.745,0.495,0.442,,,,,,,,,,
03_track_164,0.709,0.510,0.439,,,,,,,,,,
03_track_165,700.862,3932.291,3925.513,,,,,,,,,,
03_track_166,,,,,,,,,,,,,
03_track_167,,,,,,,,,,,,,
03_track_168,345.785,2157.870,2954.131,,,,,,,,,,
03_track_169,,,,,,,,,,,,,
03_track_17,31.145,305.944,86.142,,,,,,,,,,
03_track_170,0.718,0.494,0.442,,,,,,,,,,
03_track_171,1.428,3.737,0.903,,,,,,,,,,
03_track_172,362.475,1909.517,1455.808,,,,,,,,,,
03_track_173,,,,,,,,,,,,,
03_track_174,,,,,,,,,,,,,
03_track_175,,,,,,,,,,,,,
03_track_176,3.671,8.754,1.887,,,,,,,,,,
03_track_177,0.861,0.904,0.530,,,,,,,,,,
03_track_178,,,,,,,,,,,,,
03_track_179,166.444,1097.836,1258.911,,,,,,,,,,
03_track_18,0.729,0.520,0.420,,,,,,,,,,
03_track_180,0.731,0.514,0.418,,,,,,,,,,
03_track_181,0.875,1.081,0.521,,,,,,,,,,
03_track_182,33.794,300.579,87.151,,,,,,,,,,
03_track_183,,,,,,,,,,,,,
03_track_184,,,,,,,,,,,,,
03_track_185,0.794,0.792,0.448,,,,,,,,,,
03_track_186,334.969,1833.048,1254.357,,,,,,,,,,
03_track_187,493.134,3079.255,3611.258,,,,,,,,,,
03_track_188,0.721,0.511,0.439,,,,,,,,,,
03_track_189,,,,,,,,,,,,,
03_track_19,145.078,1224.638,135.098,,,,,,,,,,
03_track_190,0.739,0.506,0.448,,,,,,,,,,
03_track_191,758.533,4091.013,5341.679,,,,,,,,,,
03_track_192,0.720,0.521,0.426,,,,,,,,,,
03_track_193,0.702,0.487,0.454,,,,,,,,,,
03_track_194,0.805,0.755,0.472,,,,,,,,,,
03_track_195,283.579,1538.591,1593.201,,,,,,,,,,
03_track_196,,,,,,,,,,,,,
03_track_197,18.396,25.259,2.637,,,,,,,,,,
03_track_198,0.787,0.731,0.430,,,,,,,,,,
03_track_199,330.908,1996.811,2685.563,,,,,,,,,,
03_track_2,35.515,307.801,108.804,,,,,,,,,,
03_track_20,50.953,346.816,101.221,,,,,,,,,,
03_track_200,65.045,211.785,77.706,,,,,,,,,,
03_track_21,121.879,370.253,111.112,,,,,,,,,,
03_track_22,296.183,2201.362,2692.218,,,,,,,,,,
03_track_23,0.722,0.502,0.441,,,,,,,,,,
03_track_24,0.722,0.502,0.443,,,,,,,,,,
03_track_25,0.724,0.539,0.410,,,,,,,,,,
03_track_26,36.128,101.547,63.493,,,,,,,,,,
03_track_27,81.153,281.744,81.095,,,,,,,,,,
03_track_28,35.648,323.028,97.086,,,,,,,,,,
03_track_29,0.747,0.510,0.431,,,,,,,,,,
03_track_3,177.281,1150.808,1233.025,,,,,,,,,,
03_track_30,58.682,222.140,63.666,,,,,,,,,,
03_track_31,301.634,2213.585,2676.912,,,,,,,,,,
03_track_32,36.348,310.595,87.753,,,,,,,,,,
03_track_33,164.472,1049.914,1199.735,,,,,,,,,,
03_track_34,35.264,312.052,87.378,,,,,,,,,,
03_track_35,92.202,298.188,102.939,,,,,,,,,,
03_track_36,29.488,77.398,64.339,,,,,,,,,,
03_track_37,33.654,312.049,85.552,,,,,,,,,,
03_track_38,35.560,328.907,107.341,,,,,,,,,,
03_track_39,35.292,334.189,88.486,,,,,,,,,,
03_track_4,373.422,2626.268,3508.883,,,,,,,,,,
03_track_40,0.745,0.521,0.446,,,,,,,,,,
03_track_41,290.280,1030.478,164.224,,,,,,,,,,
03_track_42,235.651,1195.796,190.162,,,,,,,,,,
03_track_43,0.736,0.511,0.423,,,,,,,,,,
03_track_44,0.740,0.524,0.436,,,,,,,,,,
03_track_45,33.444,320.662,70.171,,,,,,,,,,
03_track_46,323.156,2594.019,3103.917,,,,,,,,,,
03_track_47,,,,,,,,,,,,,
03_track_48,366.115,2179.503,3023.317,,,,,,,,,,
03_track_49,,,,,,,,,,,,,
03_track_5,110.481,454.168,126.837,,,,,,,,,,
03_track_50,33.735,304.708,80.137,,,,,,,,,,
03_track_51,746.835,3973.206,4575.412,,,,,,,,,,
03_track_52,,,,,,,,,,,,,
03_track_53,,,,,,,,,,,,,
03_track_54,0.713,0.523,0.402,,,,,,,,,,
03_track_55,0.720,0.497,0.437,,,,,,,,,,
03_track_56,,,,,,,,,,,,,
03_track_57,,,,,,,,,,,,,
03_track_58,0.729,0.516,0.425,,,,,,,,,,
03_track_59,,,,,,,,,,,,,
03_track_6,346.074,2783.687,3239.560,,,,,,,,,,
03_track_60,100.135,342.038,121.431,,,,,,,,,,
03_track_61,79.236,297.173,95.074,,,,,,,,,,
03_track_62,,,,,,,,,,,,,
03_track_63,,,,,,,,,,,,,
03_track_64,,,,,,,,,,,,,
03_track_65,0.717,0.529,0.428,,,,,,,,,,
03_track_66,218.307,1419.146,1794.376,,,,,,,,,,
03_track_67,455.954,3267.534,4250.896,,,,,,,,,,
03_track_68,253.436,1309.017,177.946,,,,,,,,,,
03_track_69,163.257,811.958,770.120,,,,,,,,,,
03_track_7,34.455,317.674,92.663,,,,,,,,,,
03_track_70,,,,,,,,,,,,,
03_track_71,,,,,,,,,,,,,
03_track_72,0.729,0.533,0.431,,,,,,,,,,
03_track_73,0.728,0.520,0.437,,,,,,,,,,
03_track_74,0.722,0.523,0.433,,,,,,,,,,
03_track_75,361.401,2712.359,3540.396,,,,,,,,,,
03_track_76,842.340,4318.390,4767.937,,,,,,,,,,
03_track_77,32.848,291.730,70.587,,,,,,,,,,
03_track_78,36.443,310.887,118.031,,,,,,,,,,
03_track_79,36.383,336.289,108.981,,,,,,,,,,
03_track_8,36.137,309.947,108.001,,,,,,,,,,
03_track_80,0.773,0.595,0.460,,,,,,,,,,
03_track_81,,,,,,,,,,,,,
03_track_82,,,,,,,,,,,,,
03_track_83,,,,,,,,,,,,,
03_track_84,975.235,5780.173,3337.970,,,,,,,,,,
03_track_85,,,,,,,,,,,,,
03_track_86,,,,,,,,,,,,,
03_track_87,,,,,,,,,,,,,
03_track_88,,,,,,,,,,,,,
03_track_89,0.820,0.796,0.462,,,,,,,,,,
03_track_9,66.265,604.974,90.919,,,,,,,,,,
03_track_90,,,,,,,,,,,,,
03_track_91,0.798,0.629,0.460,,,,,,,,,,
03_track_92,1.056,2.098,0.698,,,,,,,,,,
03_track_93,0.782,0.707,0.460,,,,,,,,,,
03_track_94,0.789,0.606,0.458,,,,,,,,,,
03_track_95,0.768,0.627,0.435,,,,,,,,,,
03_track_96,0.798,0.739,0.457,,,,,,,,,,
03_track_97,,,,,,,,,,,,,
03_track_98,0.717,0.500,0.449,,,,,,,,,,
03_track_99,0.703,0.484,0.443,,,,,,,,,,
04_track_1,0.771,0.593,0.447,,,,,,,,,,
04_track_10,41.135,396.100,56.554,,,,,,,,,,
04_track_100,0.758,0.631,0.439,,,,,,,,,,
04_track_101,244.001,2074.360,1956.531,,,,,,,,,,
04_track_102,5.435,9.129,1.296,,,,,,,,,,
04_track_103,37.925,327.950,51.136,,,,,,,,,,
04_track_104,36.904,331.861,110.958,,,,,,,,,,
04_track_105,33.078,239.796,57.477,,,,,,,,,,
04_track_106,0.808,0.903,0.489,,,,,,,,,,
04_track_107,0.736,0.553,0.427,,,,,,,,,,
04_track_108,8.250,13.060,1.666,,,,,,,,,,
04_track_109,6.323,9.965,2.204,,,,,,,,,,
04_track_11,0.805,0.965,0.507,,,,,,,,,,
04_track_110,0.902,0.959,0.526,,,,,,,,,,
04_track_111,0.856,0.878,0.513,,,,,,,,,,
04_track_112,0.749,0.588,0.437,,,,,,,,,,
04_track_113,3.814,7.483,1.333,,,,,,,,,,
04_track_114,1.640,3.271,0.998,,,,,,,,,,
04_track_115,0.824,1.020,0.506,,,,,,,,,,
04_track_116,4.338,8.159,1.363,,,,,,,,,,
04_track_117,1.662,5.865,1.275,,,,,,,,,,
04_track_118,0.777,0.726,0.457,,,,,,,,,,
04_track_119,0.759,0.542,0.443,,,,,,,,,,
04_track_12,0.808,0.834,0.502,,,,,,,,,,
04_track_120,0.955,1.093,0.508,,,,,,,,,,
04_track_121,51.272,370.122,113.579,,,,,,,,,,
04_track_122,0.723,0.532,0.431,,,,,,,,,,
04_track_123,50.731,157.860,8.209,,,,,,,,,,
04_track_124,0.765,0.679,0.453,,,,,,,,,,
04_track_125,0.842,0.850,0.481,,,,,,,,,,
04_track_126,0.771,0.823,0.463,,,,,,,,,,
04_track_127,0.821,0.962,0.506,,,,,,,,,,
04_track_128,0.795,0.918,0.507,,,,,,,,,,
04_track_129,2.574,5.524,1.262,,,,,,,,,,
04_track_13,0.742,0.579,0.429,,,,,,,,,,
04_track_130,0.761,0.667,0.453,,,,,,,,,,
04_track_131,1.876,4.789,0.958,,,,,,,,,,
04_track_132,0.726,0.499,0.435,,,,,,,,,,
04_track_133,0.903,1.209,0.536,,,,,,,,,,
04_track_134,34.800,387.050,54.427,,,,,,,,,,
04_track_135,0.785,0.720,0.466,,,,,,,,,,
04_track_136,0.832,0.779,0.468,,,,,,,,,,
04_track_137,45.859,346.439,99.966,,,,,,,,,,
04_track_138,37.459,384.632,58.765,,,,,,,,,,
04_track_139,0.798,0.925,0.539,,,,,,,,,,
04_track_14,0.854,0.935,0.507,,,,,,,,,,
04_track_140,128.205,509.082,47.168,,,,,,,,,,
04_track_141,2.499,5.786,1.064,,,,,,,,,,
04_track_142,0.735,0.586,0.410,,,,,,,,,,
04_track_143,0.757,0.630,0.445,,,,,,,,,,
04_track_144,1.354,3.247,0.738,,,,,,,,,,
04_track_145,0.811,0.800,0.501,,,,,,,,,,
04_track_146,0.767,0.646,0.500,,,,,,,,,,
04_track_147,1.979,4.850,1.020,,,,,,,,,,
04_track_148,0.935,1.637,0.591,,,,,,,,,,
04_track_149,1.174,2.469,0.773,,,,,,,,,,
04_track_15,0.769,0.799,0.456,,,,,,,,,,
04_track_150,244.970,2073.226,2070.452,,,,,,,,,,
04_track_151,0.746,0.573,0.433,,,,,,,,,,
04_track_152,113.719,738.159,128.938,,,,,,,,,,
04_track_153,0.902,1.168,0.520,,,,,,,,,,
04_track_154,3.269,6.825,1.370,,,,,,,,,,
04_track_155,40.860,406.219,60.008,,,,,,,,,,
04_track_156,0.892,1.403,0.528,,,,,,,,,,
04_track_157,6.362,13.855,2.209,,,,,,,,,,
04_track_158,0.716,0.515,0.432,,,,,,,,,,
04_track_159,0.769,0.659,0.475,,,,,,,,,,
04_track_16,0.812,1.008,0.525,,,,,,,,,,
04_track_160,3.563,7.372,1.341,,,,,,,,,,
04_track_161,78.932,666.794,24.490,,,,,,,,,,
04_track_162,44.592,425.974,125.397,,,,,,,,,,
04_track_163,0.834,0.918,0.502,,,,,,,,,,
04_track_164,0.763,0.637,0.465,,,,,,,,,,
04_track_165,0.763,0.638,0.458,,,,,,,,,,
04_track_166,0.872,0.867,0.495,,,,,,,,,,
04_track_167,0.779,0.777,0.506,,,,,,,,,,
04_track_168,0.765,0.738,0.490,,,,,,,,,,
04_track_169,0.777,0.827,0.468,,,,,,,,,,
04_track_17,327.739,2261.748,2989.808,,,,,,,,,,
04_track_170,0.781,0.702,0.506,,,,,,,,,,
04_track_171,1126.181,2773.907,257.168,,,,,,,,,,
04_track_172,0.804,0.760,0.445,,,,,,,,,,
04_track_173,73.140,418.196,41.063,,,,,,,,,,
04_track_174,0.799,0.759,0.479,,,,,,,,,,
04_track_175,487.677,3428.562,4394.264,,,,,,,,,,
04_track_176,42.022,347.997,114.767,,,,,,,,,,
04_track_177,0.780,0.756,0.491,,,,,,,,,,
04_track_178,2.107,4.803,0.884,,,,,,,,,,
04_track_179,0.774,0.782,0.470,,,,,,,,,,
04_track_18,,,,,,,,,,,,,
04_track_180,254.563,2000.257,2289.918,,,,,,,,,,
04_track_181,183.621,929.398,145.680,,,,,,,,,,
04_track_182,0.749,0.571,0.443,,,,,,,,,,
04_track_183,110.879,653.374,143.067,,,,,,,,,,
04_track_184,0.744,0.550,0.449,,,,,,,,,,
04_track_185,0.797,1.027,0.508,,,,,,,,,,
04_track_186,0.863,1.084,0.515,,,,,,,,,,
04_track_187,52.294,327.747,67.709,,,,,,,,,,
04_track_188,2.470,5.383,1.036,,,,,,,,,,
04_track_189,0.834,1.072,0.522,,,,,,,,,,
04_track_19,4.900,10.704,1.965,,,,,,,,,,
