,bass,,,,cvc5,,,,ostrich,,,,z3-noodler
filename,real,user,sys,mem,real,user,sys,mem,real,user,sys,mem,real,user,sys,mem
sub-matching-sat-38,2.68,2.25,0.09,432172,11.75,10.97,0.74,1264260,,,,,18.39,12.79,5.52,31032,
sub-matching-unsat-46,2.27,1.75,0.07,238200,7.89,7.48,0.39,669496,,,,,12.08,8.68,3.36,28796,
sub-matching-unsat-7,2.10,1.65,0.10,325872,5.07,4.59,0.45,741460,,,,,10.20,6.56,3.60,28244,
sub-matching-unsat-48,2.01,1.60,0.07,219332,3.72,3.47,0.23,390164,,,,,5.94,3.98,1.93,27300,
sub-matching-unsat-40,2.48,2.02,0.10,412188,10.63,9.76,0.83,1258552,,,,,16.52,10.96,5.51,30740,
sub-matching-unsat-21,2.81,2.37,0.13,403264,17.64,16.65,0.94,1369892,,,,,21.98,16.00,5.91,31736,
sub-matching-unsat-19,2.01,1.60,0.09,281776,9.45,8.93,0.48,674856,,,,,12.28,8.98,3.26,28772,
sub-matching-unsat-18,2.05,1.64,0.07,238500,7.72,7.31,0.37,555208,,,,,10.28,7.46,2.78,28516,
sub-matching-sat-8,14.02,13.24,0.33,1438488,16.58,15.52,0.99,1487628,,,,,22.21,15.78,6.36,31840,
sub-matching-sat-16,6.87,6.27,0.24,1023012,6.05,5.47,0.55,866088,,,,,11.26,7.02,4.16,28520,
sub-matching-unsat-22,2.17,1.71,0.10,284692,13.47,12.69,0.74,1025788,,,,,17.00,12.15,4.80,30836,
sub-matching-unsat-34,2.33,1.90,0.12,442732,7.07,6.44,0.59,993292,,,,,12.76,8.11,4.58,28612,
sub-matching-sat-47,2.18,1.55,0.07,217172,10.15,9.60,0.51,724272,,,,,13.12,9.69,3.39,29136,
sub-matching-unsat-41,2.60,1.97,0.10,319292,12.85,12.11,0.69,1055496,,,,,17.19,12.23,4.80,30688,
sub-matching-unsat-50,2.37,1.87,0.10,305636,14.29,13.42,0.74,1099468,,,,,18.47,13.37,5.05,31108,
sub-matching-sat-48,2.38,1.90,0.09,290052,4.85,4.47,0.36,559456,,,,,8.33,5.35,2.93,27896,
sub-matching-sat-43,2.16,1.71,0.09,283244,6.92,6.44,0.45,689788,,,,,10.75,7.21,3.50,28368,
sub-matching-unsat-10,13.90,13.17,0.33,1434284,17.46,16.30,1.12,1731320,,,,,23.75,16.95,6.74,32436,
sub-matching-sat-30,2.36,1.89,0.08,266928,7.94,7.45,0.46,708864,,,,,11.48,7.95,3.49,28552,
sub-matching-unsat-42,2.60,2.10,0.10,359748,10.12,9.44,0.65,1006588,,,,,14.61,10.22,4.34,29168,
sub-matching-unsat-27,2.28,1.80,0.09,328008,8.49,7.77,0.55,850868,,,,,12.46,8.32,4.09,28680,
sub-matching-sat-9,11.35,10.65,0.28,1309764,14.21,13.27,0.88,1387064,,,,,19.80,13.75,5.99,31724,
sub-matching-unsat-45,2.80,2.23,0.14,423372,8.16,7.60,0.54,902260,,,,,12.94,8.59,4.29,28564,
sub-matching-unsat-2,2.13,1.63,0.09,258696,9.75,9.22,0.48,653140,,,,,12.51,9.19,3.29,28792,
sub-matching-sat-31,2.31,1.85,0.10,340124,5.06,4.58,0.44,718512,,,,,9.69,5.95,3.70,28084,
sub-matching-unsat-32,2.18,1.54,0.07,208676,11.16,10.65,0.47,709656,,,,,13.83,10.33,3.46,29140,
sub-matching-unsat-4,9.70,8.99,0.30,1310976,16.93,15.99,0.89,1328668,,,,,21.46,15.71,5.69,31704,
sub-matching-sat-37,2.12,1.48,0.07,208628,9.86,9.33,0.48,705900,,,,,12.95,9.29,3.61,29156,
sub-matching-sat-26,2.13,1.50,0.08,233320,5.14,4.80,0.31,498412,,,,,8.05,5.37,2.65,27648,
sub-matching-sat-11,6.97,6.18,0.24,1041572,7.06,6.53,0.50,730668,,,,,11.15,7.29,3.82,28476,
sub-matching-sat-33,2.63,1.93,0.11,312612,4.55,4.16,0.37,580204,,,,,8.34,5.19,3.12,27808,
sub-matching-sat-2,6.54,5.75,0.24,932356,5.80,5.42,0.35,537340,,,,,8.86,5.94,2.88,28152,
sub-matching-sat-45,8.71,7.87,0.27,1181768,12.82,11.99,0.79,1166480,,,,,17.75,12.39,5.32,31180,
sub-matching-sat-12,6.20,5.41,0.24,925644,6.31,5.91,0.38,604364,,,,,9.80,6.55,3.22,28220,
sub-matching-sat-44,2.67,2.13,0.11,376064,9.85,9.07,0.75,1125676,,,,,15.17,9.99,5.12,30592,
sub-matching-sat-49,2.12,1.52,0.06,237124,7.01,6.55,0.43,651528,,,,,10.60,7.15,3.40,28416,
sub-matching-unsat-37,2.55,1.90,0.10,333872,16.31,15.42,0.85,1263324,,,,,20.86,15.18,5.61,31360,
sub-matching-unsat-3,7.21,6.51,0.29,1190432,11.33,10.58,0.71,1010996,,,,,15.72,11.03,4.64,30692,
sub-matching-unsat-24,6.92,6.49,0.23,924008,12.99,12.53,0.42,642456,,,,,14.00,10.72,3.24,28764,
sub-matching-sat-29,15.89,15.02,0.28,1307912,19.21,18.19,0.96,1436376,,,,,24.37,17.97,6.18,31768,
sub-matching-sat-23,2.68,2.13,0.12,422380,16.70,15.70,0.92,1447176,,,,,21.94,15.62,6.24,31720,
sub-matching-unsat-26,2.09,1.48,0.07,213184,5.36,5.06,0.27,436084,,,,,7.37,5.00,2.34,27484,
sub-matching-unsat-6,5.78,5.04,0.22,922988,7.21,6.79,0.39,616896,,,,,10.53,7.24,3.25,28180,
sub-matching-unsat-14,8.26,7.49,0.21,1040044,10.72,10.08,0.60,878864,,,,,14.40,10.27,4.08,29152,
sub-matching-unsat-49,2.70,2.05,0.11,341912,15.94,15.04,0.85,1270780,,,,,21.34,15.04,5.75,31496,
sub-matching-unsat-13,7.85,7.20,0.25,1148992,8.39,7.70,0.66,1071884,,,,,14.30,9.28,4.82,28968,
sub-matching-sat-50,6.68,5.89,0.24,1054308,9.03,8.47,0.52,748336,,,,,12.62,8.96,3.45,28948,
sub-matching-unsat-31,2.62,2.07,0.10,362768,16.70,15.81,0.84,1274840,,,,,21.56,15.64,5.71,31640,
sub-matching-unsat-30,2.79,2.10,0.11,475940,12.45,11.53,0.88,1398740,,,,,19.07,12.71,6.08,31076,
sub-matching-unsat-47,2.76,2.21,0.11,410548,8.79,8.08,0.68,1049448,,,,,14.42,9.52,4.59,29068,
sub-matching-sat-46,2.51,1.85,0.10,301852,10.49,9.79,0.65,959376,,,,,14.81,10.46,4.31,30544,
sub-matching-sat-19,10.92,10.16,0.31,1305236,11.89,11.06,0.74,1217576,,,,,17.38,11.83,5.49,30796,
sub-matching-unsat-38,2.29,1.99,0.11,423784,21.55,20.30,1.16,1909516,,,,,27.77,20.32,7.21,32740,
sub-matching-unsat-23,12.21,11.48,0.28,1300252,15.99,15.09,0.84,1305996,,,,,20.52,14.65,5.81,31320,
sub-matching-unsat-33,2.19,1.93,0.12,418032,17.97,16.86,1.05,1610312,,,,,23.88,17.23,6.58,31892,
sub-matching-sat-41,1.92,1.59,0.09,243276,4.49,4.14,0.32,541040,,,,,5.60,4.25,1.33,27800,
sub-matching-sat-34,2.14,1.57,0.09,246484,3.38,3.09,0.25,408924,,,,,5.80,3.74,2.04,27280,
sub-matching-sat-10,4.44,3.81,0.20,728648,2.81,2.55,0.21,349620,,,,,4.75,3.15,1.58,26696,
sub-matching-sat-35,2.21,1.95,0.09,298636,5.72,5.32,0.37,571764,,,,,9.03,6.05,2.95,27992,
sub-matching-sat-1,2.55,2.31,0.13,367492,14.98,13.99,0.93,1423652,,,,,20.69,14.61,6.02,31796,
sub-matching-sat-39,1.82,1.66,0.09,264540,8.65,8.12,0.49,800580,,,,,12.58,8.79,3.76,28928,
sub-matching-unsat-9,8.15,7.73,0.29,1147408,8.90,8.25,0.61,1102756,,,,,14.36,9.52,4.81,29024,
sub-matching-sat-40,2.11,1.91,0.12,423948,9.33,8.58,0.71,1216340,,,,,15.29,9.99,5.26,30528,
sub-matching-sat-3,1.92,1.68,0.09,313036,6.48,5.97,0.45,737372,,,,,10.63,7.07,3.53,28260,
sub-matching-sat-18,1.68,1.51,0.08,295724,7.52,7.11,0.39,631176,,,,,10.73,7.61,3.09,28452,
sub-matching-unsat-25,5.38,5.05,0.22,938772,8.12,7.75,0.35,526276,,,,,10.06,7.35,2.68,28244,
sub-matching-unsat-8,11.59,11.07,0.33,1300452,14.04,13.12,0.87,1363268,,,,,19.60,13.76,5.77,31224,
sub-matching-sat-36,1.96,1.76,0.11,302096,7.48,6.98,0.47,756700,,,,,11.53,7.87,3.63,28544,
sub-matching-unsat-16,6.73,6.35,0.22,923664,8.16,7.76,0.37,580968,,,,,10.93,7.98,2.92,28336,
sub-matching-sat-5,2.20,1.93,0.10,257012,9.05,8.56,0.45,726080,,,,,9.79,7.52,2.23,28880,
sub-matching-unsat-36,1.87,1.71,0.09,272680,9.37,8.87,0.47,797144,,,,,10.51,7.96,2.52,28852,
sub-matching-sat-27,6.06,5.70,0.24,1045072,6.47,6.01,0.44,695100,,,,,8.08,5.86,2.19,28000,
sub-matching-unsat-39,1.70,1.52,0.08,264468,8.00,7.50,0.47,746764,,,,,9.44,7.08,2.33,28644,
sub-matching-unsat-29,2.51,2.29,0.11,408496,11.77,11.08,0.66,1006600,,,,,12.95,9.90,3.01,29144,
sub-matching-unsat-11,2.32,2.09,0.12,445940,11.93,11.08,0.81,1267532,,,,,15.04,11.19,3.81,31020,
sub-matching-unsat-17,9.12,8.70,0.24,1049336,12.58,11.90,0.59,946916,,,,,13.00,10.08,2.88,30532,
sub-matching-sat-24,2.24,2.01,0.12,323268,9.31,8.82,0.46,718824,,,,,9.98,7.58,2.37,28544,
sub-matching-unsat-20,9.19,8.81,0.26,1170084,10.68,9.98,0.65,1066220,,,,,12.57,9.22,3.31,30600,
sub-matching-sat-28,6.03,5.73,0.19,733412,6.25,5.98,0.24,398836,,,,,6.02,4.96,1.03,27720,
