,bass,,,,cvc5,,,,ostrich,,,,z3-noodler
filename,real,user,sys,mem,real,user,sys,mem,real,user,sys,mem,real,user,sys,mem
sub-matching-unsat-22,,,,,14.15,13.35,0.73,1023712,,,,,14.42,11.71,2.66,30836,
sub-matching-unsat-34,,,,,7.13,6.47,0.62,990920,,,,,10.56,7.82,2.70,28612,
sub-matching-sat-47,1.48,1.38,0.06,126108,10.42,9.83,0.52,723992,,,,,10.81,8.98,1.80,29136,
sub-matching-unsat-41,1.67,1.56,0.05,149320,13.45,12.63,0.73,1053300,,,,,14.98,12.04,2.90,30688,
sub-matching-unsat-50,,,,,15.14,14.26,0.80,1097516,,,,,16.64,13.45,3.14,31108,
sub-matching-sat-48,1.55,1.41,0.06,132616,4.87,4.46,0.37,559172,,,,,6.82,5.12,1.68,28000,
sub-matching-sat-43,1.47,1.38,0.06,131496,6.97,6.48,0.45,689500,,,,,8.82,6.78,2.01,28368,
sub-matching-unsat-10,,,,,19.10,17.85,1.17,1729248,,,,,22.98,17.94,4.83,32436,
sub-matching-sat-30,1.63,1.52,0.05,132704,8.05,7.50,0.47,708572,,,,,9.22,7.35,1.84,28552,
sub-matching-unsat-42,,,,,10.40,9.67,0.66,1004488,,,,,12.56,9.82,2.69,29168,
sub-matching-unsat-27,,,,,8.43,7.83,0.52,848608,,,,,10.31,8.04,2.24,28680,
sub-matching-sat-9,,,,,15.28,14.29,0.92,1386792,,,,,17.79,13.88,3.86,31724,
sub-matching-unsat-45,1.71,1.60,0.07,173600,8.21,7.60,0.57,900000,,,,,10.75,8.27,2.44,28564,
sub-matching-unsat-2,1.16,1.08,0.04,104604,9.92,9.42,0.46,651032,,,,,10.34,8.56,1.75,28792,
sub-matching-sat-31,,,,,5.07,4.59,0.45,718248,,,,,7.45,5.43,1.99,28084,
sub-matching-unsat-32,1.43,1.35,0.05,123720,11.58,10.95,0.54,708056,,,,,11.67,9.72,1.92,29140,
sub-matching-unsat-4,,,,,18.09,17.09,0.92,1326476,,,,,20.18,16.33,3.79,31704,
sub-matching-sat-37,,,,,10.02,9.47,0.50,705628,,,,,10.77,8.82,1.92,29156,
sub-matching-sat-26,1.33,1.23,0.05,126188,5.16,4.79,0.31,498152,,,,,6.31,4.91,1.38,27648,
sub-matching-sat-11,,,,,7.13,6.60,0.45,730396,,,,,8.88,6.88,1.97,28476,
sub-matching-sat-33,1.60,1.51,0.05,144700,4.54,4.16,0.35,579920,,,,,6.67,4.89,1.76,27808,
sub-matching-sat-2,,,,,5.83,5.41,0.36,537096,,,,,7.00,5.48,1.50,28152,
sub-matching-sat-45,,,,,13.24,12.41,0.77,1166208,,,,,16.44,13.12,3.27,31180,
sub-matching-sat-12,,,,,6.33,5.92,0.37,604064,,,,,7.78,6.13,1.63,28220,
sub-matching-sat-44,,,,,10.00,9.23,0.72,1125412,,,,,13.25,10.03,3.18,30592,
sub-matching-sat-49,,,,,7.05,6.61,0.41,651256,,,,,8.48,6.70,1.76,28416,
sub-matching-unsat-37,,,,,17.37,16.45,0.86,1261344,,,,,20.34,16.64,3.65,31360,
sub-matching-unsat-3,,,,,11.65,10.92,0.68,1008764,,,,,14.31,11.41,2.86,30692,
sub-matching-unsat-24,,,,,13.44,12.92,0.45,640292,,,,,12.64,10.81,1.79,28764,
sub-matching-sat-29,,,,,20.99,19.96,0.95,1436092,,,,,23.20,18.92,4.22,31768,
sub-matching-sat-23,1.73,1.62,0.08,158196,17.86,16.82,0.98,1446900,,,,,21.03,16.71,4.26,31720,
sub-matching-unsat-26,,,,,5.34,5.03,0.26,433824,,,,,5.99,4.80,1.16,27484,
sub-matching-unsat-6,,,,,7.22,6.84,0.34,614656,,,,,8.56,6.78,1.74,28180,
sub-matching-unsat-14,,,,,10.93,10.32,0.57,876668,,,,,13.21,10.76,2.41,29100,
sub-matching-unsat-49,1.45,1.36,0.06,139884,16.98,16.01,0.89,1268580,,,,,19.36,15.61,3.70,31496,
sub-matching-unsat-13,,,,,8.52,7.76,0.65,1069620,,,,,12.57,9.42,3.12,28984,
sub-matching-sat-50,,,,,9.11,8.60,0.47,748056,,,,,11.17,8.93,2.15,28948,
sub-matching-unsat-31,1.79,1.66,0.05,151180,17.86,16.93,0.87,1272656,,,,,19.84,16.08,3.71,31640,
sub-matching-unsat-30,1.82,1.70,0.08,185208,12.82,11.86,0.91,1396772,,,,,17.55,13.23,4.28,31076,
sub-matching-unsat-47,1.87,1.74,0.06,164240,8.91,8.13,0.68,1047176,,,,,12.19,9.15,3.01,29068,
sub-matching-sat-46,,,,,10.81,10.01,0.71,959100,,,,,12.76,9.93,2.79,30544,
sub-matching-sat-19,,,,,12.33,11.46,0.82,1218468,,,,,15.68,12.03,3.60,30796,
sub-matching-unsat-38,,,,,23.55,22.26,1.22,1907352,,,,,26.65,21.23,5.34,32740,
sub-matching-unsat-23,,,,,17.21,16.24,0.91,1303788,,,,,18.58,14.83,3.70,31320,
sub-matching-unsat-33,,,,,19.55,18.44,1.04,1608112,,,,,23.08,18.14,4.87,31892,
sub-matching-sat-41,1.66,1.54,0.06,130724,4.59,4.23,0.33,540756,,,,,6.53,4.89,1.62,27840,
sub-matching-sat-34,1.51,1.36,0.06,128212,3.46,3.19,0.24,408668,,,,,4.67,3.50,1.15,27280,
sub-matching-sat-10,,,,,2.88,2.65,0.21,349352,,,,,3.80,2.86,0.90,26696,
sub-matching-sat-35,1.25,1.18,0.06,119852,5.83,5.41,0.37,571484,,,,,7.14,5.53,1.59,27992,
sub-matching-sat-1,1.75,1.62,0.04,143608,16.08,15.07,0.95,1423360,,,,,18.82,14.57,4.21,31796,
sub-matching-sat-39,1.33,1.25,0.04,123588,8.75,8.19,0.53,800300,,,,,10.24,8.18,2.03,28928,
sub-matching-unsat-9,,,,,8.99,8.24,0.70,1100696,,,,,12.54,9.40,3.10,29024,
sub-matching-sat-40,1.95,1.83,0.07,184464,9.48,8.67,0.76,1216032,,,,,13.05,9.58,3.43,30528,
sub-matching-sat-3,,,,,6.54,6.05,0.42,737080,,,,,8.78,6.65,2.10,28260,
sub-matching-sat-18,1.55,1.45,0.07,126348,7.59,7.16,0.39,630888,,,,,9.01,7.21,1.73,28452,
sub-matching-unsat-25,,,,,8.16,7.78,0.35,524036,,,,,8.25,6.79,1.43,28244,
sub-matching-unsat-8,,,,,15.05,14.03,0.90,1361048,,,,,17.18,13.36,3.77,31224,
sub-matching-sat-36,,,,,7.57,7.04,0.48,756412,,,,,9.41,7.33,2.05,28544,
sub-matching-unsat-16,,,,,8.31,7.79,0.38,578772,,,,,9.27,7.54,1.70,28336,
sub-matching-sat-5,,,,,9.19,8.63,0.52,725792,,,,,10.09,8.11,1.95,28880,
sub-matching-unsat-36,,,,,9.52,8.95,0.51,794908,,,,,10.92,8.62,2.26,28852,
sub-matching-sat-27,,,,,6.59,6.09,0.46,694820,,,,,8.58,6.57,1.98,28000,
sub-matching-unsat-39,,,,,8.31,7.78,0.48,744652,,,,,9.27,7.27,1.98,28644,
sub-matching-unsat-29,1.77,1.70,0.06,152948,12.76,12.05,0.65,1004520,,,,,12.58,10.00,2.54,29144,
sub-matching-unsat-11,1.51,1.42,0.07,159612,13.06,12.18,0.81,1265276,,,,,14.56,11.22,3.29,31020,
sub-matching-unsat-17,,,,,12.52,11.84,0.62,944700,,,,,12.62,10.20,2.36,30532,
sub-matching-sat-24,1.59,1.51,0.06,141956,9.31,8.80,0.46,718544,,,,,9.57,7.72,1.82,28544,
sub-matching-unsat-20,,,,,10.69,9.98,0.65,1063964,,,,,11.67,9.04,2.60,30600,
sub-matching-sat-28,,,,,6.25,5.96,0.24,398564,,,,,6.02,4.96,1.03,27720,
