,bass,,,,cvc5,,,,ostrich,,,,z3-noodler
filename,real,user,sys,mem,real,user,sys,mem,real,user,sys,mem,real,user,sys,mem
benchmark_0012,39.89,39.32,0.32,1001912,,,,,12.53,12.24,0.25,726672,0.09,0.06,0.02,31364,
benchmark_0246,72.58,71.79,0.40,1364048,,,,,12.51,12.18,0.29,724056,0.09,0.06,0.02,31428,
benchmark_0358,25.00,24.42,0.26,808872,,,,,11.88,11.56,0.26,716856,0.09,0.06,0.01,31344,
benchmark_0039,27.80,27.31,0.28,732024,,,,,12.42,12.12,0.25,718328,0.09,0.06,0.02,31368,
benchmark_0296,83.31,82.39,0.39,1459296,,,,,11.93,11.62,0.26,714812,0.09,0.06,0.01,31424,
benchmark_0250,53.09,52.49,0.35,1166640,,,,,12.42,12.11,0.26,713092,0.10,0.05,0.02,31408,
benchmark_0074,30.98,30.48,0.31,922660,,,,,12.22,11.89,0.28,715312,0.11,0.06,0.02,31376,
benchmark_0322,55.13,54.25,0.36,1104244,,,,,8.90,8.61,0.25,696200,0.09,0.06,0.02,31408,
benchmark_0206,23.48,23.08,0.23,725036,,,,,7.29,7.05,0.20,679216,0.10,0.06,0.02,31340,
benchmark_0328,,,,,,,,,18.52,18.19,0.25,716264,0.09,0.06,0.01,31500,
benchmark_0184,56.61,55.80,0.36,1191108,,,,,17.84,17.53,0.25,716856,0.09,0.05,0.02,31384,
benchmark_0142,70.47,69.76,0.39,1327696,,,,,12.28,11.96,0.27,718928,0.09,0.05,0.02,31428,
benchmark_0049,54.69,53.91,0.36,1172388,,,,,12.22,11.94,0.24,711572,0.12,0.06,0.01,31404,
benchmark_0372,61.87,60.99,0.41,1172812,,,,,12.18,11.85,0.27,721228,0.11,0.06,0.02,31388,
benchmark_0128,27.75,27.02,0.27,895572,,,,,12.15,11.87,0.23,708320,0.10,0.06,0.02,31344,
benchmark_0347,30.47,29.79,0.28,884540,,,,,11.94,11.63,0.27,712524,0.10,0.05,0.02,31356,
benchmark_0095,65.07,64.21,0.37,1271680,,,,,11.88,11.59,0.24,717508,0.09,0.06,0.01,31396,
benchmark_0463,36.14,35.53,0.35,962328,,,,,12.48,12.20,0.24,717708,0.10,0.06,0.02,31384,
benchmark_0010,26.09,25.50,0.19,720712,,,,,11.90,11.63,0.23,696056,0.10,0.06,0.02,31380,
benchmark_0386,29.60,29.00,0.27,939268,,,,,16.59,16.26,0.27,714236,0.10,0.06,0.01,31372,
benchmark_0134,41.44,40.75,0.28,1004704,,,,,7.52,7.28,0.21,684908,0.10,0.06,0.02,31368,
benchmark_0025,97.21,96.12,0.46,1526508,,,,,12.50,12.18,0.26,714928,0.10,0.06,0.02,31460,
benchmark_0488,88.81,87.69,0.44,1486608,,,,,12.49,12.13,0.27,721824,0.10,0.06,0.02,31276,
benchmark_0229,30.77,30.08,0.28,873332,,,,,12.21,11.88,0.28,715904,0.10,0.05,0.02,31380,
benchmark_0033,94.13,93.22,0.39,1454700,,,,,12.23,11.70,0.49,714892,0.10,0.05,0.02,31292,
benchmark_0350,46.12,45.59,0.33,1060940,,,,,12.35,11.79,0.51,707976,0.10,0.05,0.02,31396,
benchmark_0004,25.81,25.16,0.24,725896,,,,,12.37,11.77,0.54,720660,0.10,0.05,0.02,31356,
benchmark_0304,40.80,40.06,0.32,1085168,,,,,12.73,12.14,0.54,699048,0.10,0.06,0.01,31400,
benchmark_0447,109.35,108.30,0.46,1619664,,,,,20.86,20.20,0.59,721184,0.10,0.06,0.02,31300,
benchmark_0294,44.63,44.04,0.34,1067780,,,,,21.07,20.45,0.55,705160,0.10,0.05,0.02,31400,
benchmark_0345,,,,,,,,,12.00,11.60,0.29,708148,0.10,0.06,0.01,31308,
benchmark_0125,51.68,51.04,0.31,1111288,,,,,12.55,11.93,0.57,708848,0.08,0.06,0.02,31380,
benchmark_0133,109.62,108.60,0.40,1451772,,,,,12.26,11.75,0.46,689708,0.09,0.06,0.02,31296,
benchmark_0171,100.74,99.74,0.41,1523548,,,,,12.21,11.63,0.53,706700,0.10,0.06,0.02,31256,
benchmark_0361,32.21,31.55,0.32,959732,,,,,20.73,20.08,0.59,717568,0.10,0.05,0.02,31384,
benchmark_0115,50.62,49.97,0.36,1168788,,,,,12.48,11.95,0.48,710332,0.09,0.06,0.01,31380,
benchmark_0311,35.05,34.42,0.26,964916,,,,,12.23,11.91,0.27,715788,0.10,0.06,0.02,31380,
benchmark_0208,114.54,113.51,0.44,1681956,,,,,12.38,12.10,0.24,703072,0.09,0.06,0.02,31300,
benchmark_0205,,,,,,,,,12.26,11.74,0.48,702332,0.10,0.06,0.02,31308,
benchmark_0102,46.75,46.03,0.29,1077612,,,,,21.33,20.61,0.65,716820,0.09,0.06,0.01,31400,
benchmark_0058,37.18,36.53,0.29,1002148,,,,,20.68,20.08,0.54,712916,0.09,0.06,0.02,31384,
benchmark_0360,101.46,100.49,0.44,1523396,,,,,17.15,16.56,0.54,699624,0.10,0.06,0.02,31484,
benchmark_0370,22.90,21.97,0.29,799456,,,,,12.34,11.81,0.49,704468,0.10,0.06,0.01,31372,
benchmark_0455,31.22,30.18,0.79,873324,,,,,12.15,11.56,0.55,719540,0.09,0.05,0.02,31380,
benchmark_0051,59.74,58.37,1.09,1155972,,,,,12.33,11.80,0.49,715136,0.10,0.06,0.02,31420,
benchmark_0122,42.30,41.16,0.92,1003196,,,,,12.62,12.06,0.51,696980,0.10,0.06,0.02,31384,
benchmark_0239,27.53,26.37,0.78,834364,,,,,12.41,11.84,0.52,712952,0.10,0.06,0.01,31380,
benchmark_0297,26.05,25.13,0.69,720444,,,,,17.32,17.04,0.23,701780,0.10,0.06,0.02,31336,
benchmark_0270,33.47,32.29,0.80,922220,,,,,18.08,17.47,0.55,711804,0.10,0.06,0.02,31376,
benchmark_0055,,,,,,,,,21.33,20.68,0.58,719852,0.10,0.06,0.02,31492,
benchmark_0374,27.47,26.35,0.74,793364,,,,,12.17,11.64,0.49,702828,0.09,0.06,0.01,31348,
benchmark_0088,61.28,59.94,1.08,1146008,,,,,12.00,11.47,0.49,707048,0.10,0.06,0.02,31424,
benchmark_0252,47.98,45.10,1.03,1060600,,,,,12.32,11.77,0.50,716604,0.08,0.05,0.02,31412,
benchmark_0365,49.84,48.54,1.02,1040904,,,,,20.86,20.15,0.64,721104,0.09,0.06,0.01,31424,
benchmark_0377,48.76,47.35,0.99,1058912,,,,,12.23,11.68,0.50,703960,0.10,0.05,0.02,31400,
benchmark_0494,60.81,59.36,1.16,1204556,,,,,12.17,11.65,0.48,702688,0.09,0.06,0.01,31424,
benchmark_0145,27.32,26.39,0.73,804092,,,,,18.31,17.95,0.27,714300,0.09,0.06,0.02,31348,
benchmark_0188,47.61,46.35,1.04,1065604,,,,,12.31,11.96,0.26,710732,0.08,0.05,0.02,31396,
benchmark_0262,32.94,31.92,0.84,907804,,,,,18.53,18.16,0.28,705068,0.10,0.05,0.02,31400,
benchmark_0160,50.16,48.93,1.01,1056008,,,,,11.98,11.67,0.27,705444,0.09,0.06,0.02,31392,
benchmark_0204,40.52,39.24,0.86,923044,,,,,11.78,11.46,0.27,714468,0.09,0.06,0.02,31368,
benchmark_0124,,,,,,,,,12.05,11.74,0.26,715040,0.09,0.06,0.01,31308,
benchmark_0022,,,,,,,,,16.86,16.51,0.30,704752,0.09,0.06,0.01,31300,
benchmark_0407,54.89,53.31,1.07,1108912,,,,,11.77,11.49,0.24,716764,0.11,0.06,0.02,31408,
benchmark_0071,60.06,58.71,1.10,1169772,,,,,11.77,11.44,0.29,706540,0.09,0.06,0.02,31388,
benchmark_0079,,,,,,,,,12.12,11.81,0.26,714460,0.09,0.05,0.02,31300,
benchmark_0087,38.14,36.87,0.92,920856,,,,,11.91,11.62,0.24,714204,0.09,0.06,0.01,31364,
benchmark_0396,30.39,29.01,1.15,827884,,,,,16.44,16.09,0.30,706980,0.10,0.06,0.01,31356,
benchmark_0260,30.22,26.46,1.41,796488,,,,,11.82,11.51,0.27,724800,0.09,0.05,0.02,31352,
benchmark_0371,63.62,61.39,1.71,1124120,,,,,11.67,11.38,0.23,706996,0.10,0.06,0.01,31392,
benchmark_0416,,,,,,,,,11.92,11.62,0.26,716408,0.10,0.06,0.02,31308,
benchmark_0220,92.89,90.27,2.12,1441708,,,,,11.81,11.50,0.26,722016,0.10,0.06,0.02,31464,
benchmark_0435,29.54,28.18,0.98,824964,,,,,11.98,11.69,0.25,700456,0.08,0.06,0.02,31352,
benchmark_0330,29.31,28.03,0.97,806080,,,,,15.43,15.12,0.26,709272,0.09,0.05,0.02,31332,
benchmark_0404,,,,,,,,,11.81,11.51,0.26,721796,0.09,0.05,0.02,31320,
benchmark_0421,76.90,74.25,2.10,1215780,,,,,11.72,11.43,0.25,714592,0.09,0.06,0.01,31468,
benchmark_0403,29.63,28.21,1.04,715140,,,,,11.86,11.57,0.25,707888,0.09,0.06,0.02,31348,
benchmark_0448,38.66,37.22,1.17,961832,,,,,12.39,12.11,0.23,709568,0.09,0.06,0.01,31404,
benchmark_0150,49.56,47.81,1.37,1071108,,,,,15.14,14.86,0.23,705656,0.10,0.06,0.01,31404,
benchmark_0154,56.40,54.33,1.58,1106408,,,,,20.77,20.42,0.28,725664,0.10,0.06,0.02,31384,
benchmark_0290,64.43,62.42,1.72,1210892,,,,,12.12,11.84,0.24,712860,0.09,0.06,0.02,31436,
benchmark_0086,107.89,105.14,2.21,1521928,,,,,12.40,12.08,0.28,709756,0.09,0.06,0.02,31288,
benchmark_0419,,,,,,,,,11.80,11.53,0.24,705768,0.09,0.06,0.01,31496,
benchmark_0005,30.74,29.46,1.10,832736,,,,,11.55,11.24,0.26,703984,0.10,0.06,0.01,31352,
benchmark_0368,26.71,25.61,0.94,829320,,,,,17.09,16.77,0.27,717244,0.10,0.06,0.02,31356,
benchmark_0331,107.10,104.31,2.24,1517560,,,,,12.07,11.77,0.25,706580,0.09,0.05,0.02,31316,
benchmark_0332,83.95,81.84,1.80,1367292,,,,,17.10,16.80,0.25,706584,0.09,0.05,0.02,31408,
benchmark_0214,50.91,49.03,1.47,1062100,,,,,12.21,11.92,0.24,710328,0.09,0.05,0.02,31404,
benchmark_0325,,,,,,,,,11.89,11.56,0.29,729812,0.10,0.05,0.02,31524,
benchmark_0011,41.51,40.11,1.14,1004672,,,,,11.80,11.53,0.23,696108,0.10,0.07,0.00,31372,
benchmark_0498,30.66,29.43,0.99,877904,,,,,11.46,11.17,0.25,721704,0.07,0.06,0.01,31360,
benchmark_0057,97.56,96.24,0.60,1522484,,,,,11.80,11.54,0.21,698184,0.08,0.05,0.02,31456,
benchmark_0014,25.64,25.06,0.32,827028,,,,,11.80,11.54,0.22,723020,0.08,0.05,0.02,31388,
benchmark_0413,37.68,36.89,0.38,1003984,,,,,20.67,20.30,0.30,716000,0.09,0.05,0.02,31368,
benchmark_0383,19.16,18.78,0.24,718956,,,,,7.46,7.24,0.20,687828,0.07,0.04,0.02,31360,
benchmark_0327,29.33,28.64,0.30,891464,,,,,11.63,11.31,0.28,707872,0.09,0.06,0.01,31372,
benchmark_0314,33.27,32.58,0.35,919800,,,,,12.07,11.79,0.23,722420,0.09,0.05,0.01,31400,
benchmark_0477,62.61,61.75,0.57,1155644,,,,,11.80,11.50,0.26,710440,0.09,0.06,0.02,31420,
benchmark_0196,78.56,77.63,0.48,1240460,,,,,11.82,11.46,0.32,715224,0.09,0.06,0.02,31432,
benchmark_0085,26.56,25.88,0.29,799992,,,,,15.33,15.01,0.26,704604,0.10,0.06,0.01,31348,
benchmark_0400,58.39,57.42,0.50,1204524,,,,,11.77,11.49,0.24,712464,0.09,0.06,0.01,31416,
benchmark_0344,23.15,22.40,0.28,798068,,,,,11.89,11.58,0.25,709476,0.09,0.05,0.02,31344,
benchmark_0114,68.24,67.19,0.61,1322428,,,,,11.54,11.25,0.24,713172,0.09,0.06,0.02,31424,
benchmark_0195,34.93,34.24,0.35,965520,,,,,11.64,11.33,0.26,704904,0.09,0.06,0.02,31376,
benchmark_0500,40.22,39.54,0.47,1008456,,,,,7.41,7.14,0.24,691760,0.09,0.06,0.01,31360,
benchmark_0180,83.27,82.15,0.53,1344444,,,,,11.81,11.52,0.25,713988,0.10,0.06,0.02,31404,
benchmark_0283,23.01,22.42,0.26,721540,,,,,11.62,11.31,0.23,720880,0.09,0.05,0.02,31336,
benchmark_0468,44.47,43.58,0.44,1067380,,,,,11.84,11.54,0.22,718384,0.09,0.05,0.02,31420,
benchmark_0305,27.01,26.30,0.30,828876,,,,,11.54,11.26,0.24,720072,0.10,0.06,0.02,31356,
benchmark_0320,24.19,23.48,0.24,724476,,,,,11.81,11.52,0.25,699408,0.10,0.05,0.02,31364,
benchmark_0474,97.78,96.62,0.53,1403264,,,,,11.42,11.16,0.21,712740,0.08,0.06,0.01,31276,
benchmark_0141,25.27,24.56,0.34,716228,,,,,16.56,16.25,0.24,695796,0.10,0.06,0.02,31348,
benchmark_0254,103.41,102.11,0.64,1371732,,,,,12.12,11.77,0.26,724260,0.09,0.06,0.02,31284,
benchmark_0272,27.79,27.02,0.35,877072,,,,,11.65,11.32,0.26,722192,0.09,0.05,0.02,31356,
benchmark_0080,22.30,21.63,0.25,722056,,,,,11.61,11.30,0.24,707016,0.09,0.05,0.02,31364,
benchmark_0031,20.57,19.76,0.40,707980,,,,,11.94,11.58,0.27,706800,0.09,0.06,0.01,31336,
benchmark_0168,29.59,28.65,0.43,827032,,,,,11.94,11.63,0.24,700780,0.10,0.05,0.02,31352,
benchmark_0072,40.46,39.46,0.51,996420,,,,,11.78,11.42,0.29,715620,0.09,0.06,0.01,31384,
benchmark_0440,,,,,,,,,11.70,11.36,0.25,724528,0.08,0.06,0.01,31328,
benchmark_0163,24.25,23.52,0.36,722304,,,,,8.45,8.07,0.22,680484,0.10,0.06,0.01,31344,
benchmark_0070,31.75,30.85,0.48,923168,,,,,11.93,11.47,0.24,727596,0.09,0.06,0.02,31368,
benchmark_0398,75.58,74.13,0.77,1292208,,,,,12.08,11.78,0.23,708052,0.09,0.06,0.01,31448,
benchmark_0213,39.56,38.66,0.55,1009808,,,,,11.71,11.38,0.23,704720,0.09,0.05,0.02,31396,
benchmark_0493,36.84,35.92,0.49,966096,,,,,12.08,11.43,0.25,718052,0.10,0.06,0.02,31356,
benchmark_0393,23.93,23.23,0.33,718260,,,,,11.69,11.33,0.26,706512,0.10,0.06,0.01,31352,
benchmark_0013,,,,,,,,,11.66,11.33,0.23,712148,0.09,0.06,0.02,31324,
benchmark_0464,,,,,,,,,12.52,11.22,0.26,702032,0.09,0.06,0.02,31500,
benchmark_0003,29.98,29.15,0.42,799464,,,,,7.50,6.65,0.22,680716,0.09,0.06,0.01,31340,
benchmark_0275,31.32,30.51,0.45,918264,,,,,11.93,11.55,0.26,720864,0.10,0.06,0.02,31368,
benchmark_0129,28.83,28.04,0.42,891460,,,,,12.04,11.67,0.27,718232,0.09,0.05,0.02,31368,
benchmark_0309,111.68,110.23,0.88,1557048,,,,,20.47,20.09,0.28,730540,0.09,0.05,0.02,31328,
benchmark_0436,20.62,20.00,0.31,717520,,,,,18.55,18.15,0.29,701328,0.08,0.05,0.02,31340,
benchmark_0248,24.04,23.44,0.36,723716,,,,,8.48,8.18,0.20,681032,0.09,0.05,0.01,31332,
benchmark_0388,88.87,87.66,0.85,1373028,,,,,12.74,11.79,0.25,705340,0.09,0.05,0.02,31288,
benchmark_0201,25.71,24.99,0.34,720640,,,,,15.04,14.69,0.24,705500,0.09,0.05,0.02,31340,
benchmark_0235,101.83,100.54,0.90,1533768,,,,,12.15,11.33,0.26,711396,0.09,0.05,0.02,31304,
benchmark_0499,69.88,68.84,0.67,1213624,,,,,,,,,0.08,0.05,0.01,31412,
benchmark_0451,102.54,101.21,0.88,1411400,,,,,12.72,12.01,0.28,708308,0.11,0.06,0.01,31284,
benchmark_0378,31.34,30.48,0.47,820920,,,,,9.09,8.28,0.20,678220,0.09,0.05,0.02,31344,
benchmark_0342,33.91,33.54,0.29,964420,,,,,12.09,11.43,0.25,727948,0.10,0.05,0.02,31380,
benchmark_0182,45.84,45.39,0.33,1072800,,,,,16.97,16.24,0.25,711968,0.10,0.06,0.02,31400,
benchmark_0083,23.47,23.08,0.29,732192,,,,,11.91,11.29,0.22,720288,0.10,0.05,0.02,31340,
benchmark_0065,21.61,21.27,0.23,718668,,,,,8.19,7.62,0.23,682644,0.09,0.05,0.02,31340,
benchmark_0061,25.16,24.81,0.26,724196,,,,,12.60,11.94,0.24,712844,0.09,0.06,0.01,31364,
benchmark_0225,116.42,115.65,0.47,1757872,,,,,18.84,18.35,0.25,702496,0.09,0.05,0.02,31304,
benchmark_0209,89.57,88.95,0.39,1421552,,,,,12.25,11.63,0.24,713000,0.09,0.05,0.02,31336,
benchmark_0340,54.33,53.80,0.39,1175268,,,,,12.11,11.49,0.25,715608,0.09,0.06,0.01,31408,
benchmark_0312,54.80,54.28,0.38,1137384,,,,,12.38,11.68,0.25,714464,0.09,0.05,0.02,31388,
benchmark_0444,79.55,78.93,0.41,1459268,,,,,12.27,11.69,0.23,697776,0.09,0.06,0.01,31312,
benchmark_0376,17.25,16.94,0.23,720076,,,,,11.77,11.37,0.24,708292,0.09,0.05,0.02,31332,
benchmark_0140,101.55,100.90,0.40,1423568,,,,,12.38,11.76,0.25,732060,0.08,0.05,0.02,31476,
benchmark_0041,24.15,23.75,0.32,802040,,,,,20.69,19.86,0.29,732568,0.09,0.05,0.02,31368,
benchmark_0242,38.60,38.19,0.31,1014204,,,,,16.15,15.28,0.29,715196,0.08,0.05,0.01,31388,
benchmark_0221,33.32,32.90,0.32,946724,,,,,11.90,11.49,0.22,703552,0.10,0.05,0.02,31420,
benchmark_0379,37.25,36.82,0.32,1008016,,,,,12.93,11.69,0.26,737496,0.10,0.06,0.02,31388,
benchmark_0356,32.14,31.73,0.31,891912,,,,,12.55,11.72,0.23,715416,0.09,0.05,0.02,31364,
benchmark_0434,26.79,26.44,0.27,807440,,,,,7.94,7.28,0.24,680524,0.08,0.05,0.02,31348,
benchmark_0411,114.75,113.92,0.47,1776344,,,,,12.48,11.61,0.28,728672,0.09,0.06,0.01,31300,
benchmark_0110,24.02,23.69,0.25,718348,,,,,12.74,12.50,0.20,716416,0.09,0.06,0.02,31336,
benchmark_0277,93.02,92.34,0.46,1656008,,,,,12.49,11.40,0.21,716192,0.09,0.06,0.02,31500,
benchmark_0301,113.42,112.72,0.42,1682020,,,,,11.87,11.24,0.24,704760,0.10,0.06,0.01,31304,
benchmark_0291,81.26,80.62,0.44,1486472,,,,,12.50,11.74,0.22,714272,0.08,0.05,0.02,31272,
benchmark_0446,24.35,24.01,0.25,804360,,,,,12.22,11.47,0.24,716252,0.10,0.06,0.02,31348,
benchmark_0281,45.25,44.76,0.34,1048832,,,,,12.26,11.54,0.28,717964,0.09,0.06,0.02,31392,
