,bass,,,,cvc5,,,,ostrich,,,,z3-noodler
filename,real,user,sys,mem,real,user,sys,mem,real,user,sys,mem,real,user,sys,mem
jxml2sql20,1.41,1.32,0.06,174852,0.04,0.03,0.00,7912,9.18,8.89,0.25,620780,,,,,
jxml2sql21,1.38,1.29,0.07,168476,0.05,0.03,0.01,7912,19.36,18.95,0.35,874092,,,,,
jxml2sql22,0.96,0.89,0.05,96940,0.04,0.03,0.00,7912,6.60,6.40,0.16,332616,,,,,
jxml2sql23,1.43,1.29,0.08,162608,0.04,0.03,0.00,7912,8.98,8.70,0.24,608532,107.09,57.77,5.82,5780400,
jxml2sql24,1.41,1.30,0.08,167280,0.04,0.03,0.00,7912,9.16,8.88,0.23,633432,,,,,
jxml2sql25,1.40,1.30,0.07,160536,0.04,0.03,0.00,7912,8.62,8.36,0.22,565984,107.34,59.97,6.20,5777548,
jxml2sql26,1.43,1.34,0.07,180828,0.04,0.03,0.00,7912,19.13,18.68,0.38,866812,111.72,61.88,6.65,6007452,
jxml2sql27,1.39,1.30,0.07,175208,0.04,0.03,0.00,7912,9.09,8.83,0.22,632868,,,,,
jxml2sql28,1.44,1.35,0.06,170976,0.04,0.03,0.00,7912,9.28,9.00,0.24,645476,,,,,
jxml2sql29,1.52,1.41,0.07,187376,0.04,0.03,0.00,7912,20.34,19.87,0.41,889176,,,,,
jxml2sql30,1.37,1.28,0.07,162244,0.04,0.03,0.00,7912,8.77,8.50,0.23,588564,,,,,
jxml2sql31,1.39,1.31,0.06,169712,0.04,0.03,0.00,7912,8.67,8.39,0.23,596632,109.78,61.48,6.66,5958064,
jxml2sql32,1.40,1.31,0.06,170640,0.06,0.03,0.00,7912,9.04,8.73,0.23,592880,,,,,
jxml2sql33,1.39,1.30,0.07,166900,0.04,0.03,0.00,7912,8.62,8.29,0.23,585100,,,,,
jxml2sql34,1.39,1.30,0.07,167864,0.04,0.03,0.00,7912,8.64,8.37,0.22,588756,,,,,
mathParser01,,,,,0.06,0.04,0.00,7912,4.16,3.90,0.23,611736,1.04,0.84,0.19,47828,
mathQuizGame01,1.48,1.39,0.07,157712,0.04,0.03,0.00,7912,13.53,13.14,0.25,727456,,,,,
mathQuizGame02,1.53,1.45,0.06,199056,0.04,0.03,0.00,7912,6.01,5.84,0.14,306440,,,,,
mathQuizGame03,0.60,0.53,0.04,66528,0.04,0.03,0.00,7912,4.77,4.61,0.13,279188,,,,,
mathQuizGame04,1.06,0.98,0.06,115568,0.04,0.03,0.00,7912,5.34,5.18,0.12,275896,83.03,49.02,6.61,8140524,
mathQuizGame09,0.61,0.56,0.04,61680,0.04,0.03,0.00,7912,5.02,4.85,0.14,274744,,,,,
mathQuizGame10,0.77,0.69,0.06,68084,0.04,0.03,0.01,7912,5.56,5.35,0.17,292996,,,,,
mathQuizGame12,1.09,0.99,0.07,95020,0.04,0.03,0.01,7912,7.55,7.33,0.19,467328,,,,,
mathQuizGame13,2.09,1.92,0.14,255960,0.04,0.03,0.00,7912,6.87,6.61,0.20,382960,,,,,
mathQuizGame14,1.10,1.02,0.06,94760,0.07,0.03,0.01,7880,7.62,7.38,0.20,473872,,,,,
mathQuizGame15,1.93,1.76,0.14,231624,0.07,0.03,0.01,7788,6.97,6.75,0.18,368984,,,,,
mathQuizGame16,1.08,1.00,0.06,91848,0.07,0.03,0.01,7972,7.45,7.19,0.20,472676,,,,,
mathQuizGame17,1.64,1.48,0.14,199516,0.05,0.03,0.01,7912,6.39,6.06,0.17,348696,,,,,
mathQuizGame19,1.19,1.11,0.06,103864,0.04,0.03,0.00,7912,7.60,7.35,0.20,483104,,,,,
mathQuizGame20,3.63,3.33,0.27,493212,0.04,0.03,0.00,7912,7.30,7.07,0.20,451060,,,,,
mathQuizGame21,1.25,1.17,0.06,108236,0.04,0.03,0.01,7912,7.40,7.08,0.20,465464,,,,,
mathQuizGame22,2.59,2.36,0.21,335272,0.04,0.03,0.00,7912,6.53,6.32,0.17,373816,,,,,
mathQuizGame23,1.15,1.07,0.06,100600,0.04,0.03,0.00,7912,7.40,7.18,0.19,456872,,,,,
mathQuizGame24,2.16,1.95,0.19,279928,0.05,0.03,0.00,7912,6.54,6.31,0.19,369012,,,,,
mathQuizGame26,1.29,1.19,0.08,112844,0.04,0.03,0.00,7912,7.24,6.98,0.22,458980,,,,,
mathQuizGame27,3.02,2.72,0.27,446584,0.04,0.03,0.00,7912,7.31,7.06,0.20,453356,,,,,
mathQuizGame28,1.23,1.12,0.08,106120,0.04,0.03,0.01,7912,7.31,7.07,0.20,462624,,,,,
mathQuizGame29,2.34,2.13,0.18,296140,0.04,0.03,0.00,7912,7.99,6.33,0.18,358996,,,,,
mathQuizGame30,1.19,1.09,0.07,100832,0.05,0.03,0.00,7912,7.21,6.99,0.18,455400,,,,,
mathQuizGame31,2.44,2.23,0.20,339208,0.04,0.03,0.00,7912,6.76,6.55,0.17,386024,,,,,
naturalCLI01,0.60,0.54,0.05,59112,0.04,0.03,0.00,7384,3.06,2.89,0.14,420664,0.45,0.33,0.11,32276,
