,bass,,,,cvc5,,,,ostrich,,,,z3-noodler
filename,real,user,sys,mem,real,user,sys,mem,real,user,sys,mem,real,user,sys,mem
instance00186,0.55,0.49,0.04,64240,0.03,0.01,0.00,6292,1.91,1.79,0.10,221108,0.07,0.04,0.01,24484,
instance00209,0.54,0.49,0.04,63932,0.03,0.01,0.00,6296,1.89,1.77,0.11,216468,0.07,0.04,0.01,24484,
instance00214,0.56,0.51,0.03,64204,0.04,0.01,0.00,6296,1.90,1.78,0.10,218940,0.06,0.03,0.01,24484,
instance00217,0.54,0.49,0.04,66304,0.03,0.01,0.00,6292,2.02,1.89,0.11,220508,0.06,0.03,0.01,24484,
instance00219,0.57,0.52,0.04,66424,0.03,0.01,0.00,7140,1.77,1.61,0.12,208472,0.06,0.04,0.01,26272,
instance00228,0.57,0.52,0.04,67668,0.03,0.01,0.01,6292,2.05,1.95,0.09,227484,0.06,0.03,0.01,24484,
instance00248,0.57,0.51,0.04,65520,0.04,0.01,0.00,6292,1.86,1.76,0.08,215496,0.07,0.04,0.01,24484,
instance00259,0.59,0.54,0.04,67448,0.04,0.01,0.00,7140,1.72,1.59,0.11,210304,0.06,0.04,0.01,26272,
instance00285,0.58,0.53,0.04,67076,0.03,0.01,0.00,7136,1.92,1.79,0.11,218792,0.07,0.04,0.01,26272,
instance00294,0.54,0.48,0.05,63940,0.04,0.01,0.00,7140,1.62,1.51,0.10,202940,0.06,0.03,0.01,26272,
instance00302,0.54,0.50,0.04,65080,0.04,0.01,0.00,6292,1.97,1.86,0.10,220636,0.06,0.03,0.01,24484,
instance00316,0.51,0.47,0.04,64112,0.04,0.01,0.00,6292,1.75,1.60,0.11,202716,0.08,0.04,0.01,24484,
instance00323,0.57,0.53,0.03,66996,0.04,0.01,0.00,7136,1.86,1.75,0.10,218784,0.08,0.03,0.01,26268,
instance00328,0.59,0.54,0.03,66432,0.03,0.01,0.00,7136,1.98,1.84,0.12,220744,0.09,0.04,0.01,26280,
instance00332,0.55,0.50,0.03,66048,0.03,0.01,0.00,7136,1.94,1.81,0.11,221424,0.07,0.04,0.01,26272,
instance00339,0.60,0.55,0.03,66924,0.04,0.01,0.01,7136,1.97,1.86,0.09,222156,0.06,0.04,0.01,26268,
instance00349,0.51,0.47,0.02,63620,0.03,0.01,0.00,6292,1.99,1.85,0.11,220412,0.06,0.03,0.01,24484,
instance00355,0.55,0.49,0.04,65128,0.05,0.01,0.01,6288,1.92,1.81,0.10,219112,0.06,0.04,0.00,24484,
instance00363,0.59,0.54,0.04,68680,0.03,0.01,0.01,7136,1.90,1.74,0.11,210956,0.07,0.03,0.01,26268,
instance00375,0.60,0.55,0.04,66032,0.04,0.01,0.00,7136,2.00,1.90,0.09,222048,0.06,0.03,0.01,26280,
instance00380,0.54,0.49,0.04,64160,0.04,0.01,0.00,6296,1.62,1.50,0.11,207336,0.06,0.03,0.01,24484,
instance00394,0.48,0.44,0.03,64068,0.03,0.01,0.00,6296,1.93,1.82,0.10,219036,0.06,0.03,0.01,24484,
instance00398,0.50,0.47,0.03,65316,0.04,0.01,0.01,7140,1.67,1.56,0.10,212204,0.06,0.04,0.01,26272,
instance00400,0.50,0.45,0.04,65564,0.03,0.01,0.00,6296,1.87,1.75,0.10,214136,0.06,0.03,0.01,24484,
instance00404,0.52,0.48,0.03,68860,0.04,0.01,0.00,7140,1.69,1.59,0.09,210976,0.06,0.03,0.01,26272,
instance00406,0.56,0.50,0.04,64740,0.04,0.02,0.00,6292,1.92,1.74,0.13,210376,0.07,0.03,0.01,24484,
instance00418,0.57,0.51,0.04,66412,0.04,0.01,0.00,7136,1.77,1.64,0.12,208040,0.07,0.04,0.01,26268,
instance00430,0.56,0.51,0.04,64660,0.03,0.01,0.00,6296,1.61,1.50,0.09,210736,0.07,0.03,0.01,24484,
instance00435,0.52,0.48,0.03,66296,0.06,0.01,0.00,7136,1.91,1.79,0.11,222668,0.06,0.03,0.01,26268,
instance00463,0.49,0.45,0.03,66340,0.02,0.01,0.00,7144,1.78,1.66,0.10,214712,0.08,0.03,0.01,26272,
instance00470,0.58,0.52,0.04,66472,0.04,0.01,0.00,7136,1.87,1.74,0.11,212684,0.07,0.03,0.01,26268,
instance00476,0.51,0.45,0.05,67628,0.03,0.01,0.00,6292,2.11,2.00,0.10,226948,0.07,0.03,0.01,24484,
instance00480,0.59,0.54,0.04,66480,0.04,0.01,0.00,7136,1.97,1.79,0.14,215148,0.06,0.04,0.01,26272,
instance00481,0.49,0.44,0.03,64216,0.03,0.01,0.01,6292,1.95,1.84,0.09,223396,0.07,0.03,0.01,24484,
instance00492,0.58,0.52,0.04,65176,0.04,0.01,0.00,6296,1.71,1.57,0.12,207924,0.07,0.03,0.01,24484,
instance00495,0.54,0.49,0.04,63712,0.03,0.01,0.01,6292,1.87,1.77,0.09,219424,0.08,0.03,0.01,24484,
instance00496,0.48,0.44,0.04,64120,0.05,0.01,0.01,6292,1.89,1.78,0.09,215148,0.08,0.03,0.01,24484,
instance00497,0.60,0.55,0.04,66816,0.04,0.01,0.00,7136,1.99,1.84,0.13,217096,0.07,0.04,0.01,26280,
instance00501,0.61,0.55,0.03,66872,0.05,0.01,0.00,7136,1.95,1.83,0.11,222900,0.07,0.03,0.01,26280,
instance00519,0.56,0.51,0.04,64684,0.03,0.01,0.00,6296,1.61,1.46,0.11,200204,0.06,0.04,0.00,24472,
instance00525,0.55,0.49,0.03,68220,0.03,0.01,0.00,7136,1.90,1.75,0.13,214044,0.07,0.04,0.01,26268,
instance00530,0.53,0.49,0.03,64092,0.03,0.01,0.00,6292,1.87,1.77,0.08,216784,0.06,0.04,0.01,24484,
instance00538,0.60,0.55,0.04,67408,0.03,0.01,0.00,7136,1.90,1.80,0.09,217644,0.06,0.03,0.01,26268,
instance00586,0.72,0.54,0.05,64952,0.04,0.01,0.00,6292,1.93,1.82,0.09,217708,0.06,0.03,0.01,24484,
instance00588,0.73,0.56,0.05,67060,0.03,0.01,0.00,7140,1.79,1.67,0.11,210652,0.06,0.04,0.01,26268,
instance00609,0.62,0.53,0.04,64792,0.03,0.01,0.00,6296,1.99,1.87,0.10,218296,0.06,0.03,0.01,24484,
instance00611,0.62,0.52,0.04,65908,0.04,0.01,0.00,6292,1.70,1.51,0.15,201444,0.06,0.03,0.01,24484,
instance00617,0.67,0.52,0.05,64860,0.04,0.01,0.00,6292,1.82,1.69,0.11,205476,0.05,0.03,0.01,24484,
instance00630,0.70,0.53,0.06,67076,0.04,0.01,0.00,7140,1.70,1.58,0.10,213700,0.05,0.03,0.01,26272,
instance00640,0.57,0.53,0.03,66596,0.03,0.01,0.00,6296,1.90,1.79,0.09,218696,0.06,0.03,0.01,24484,
instance00642,0.62,0.54,0.02,65024,0.03,0.01,0.01,6292,1.84,1.73,0.09,215396,0.07,0.03,0.01,24484,
instance00647,0.62,0.51,0.05,64880,0.03,0.01,0.00,6292,1.74,1.61,0.12,206884,0.07,0.04,0.00,24484,
instance00660,0.59,0.52,0.04,67560,0.04,0.01,0.00,7140,1.80,1.63,0.13,204528,0.07,0.03,0.01,26272,
instance00661,0.58,0.53,0.04,65072,0.04,0.01,0.00,6296,1.96,1.85,0.10,219436,0.06,0.03,0.01,24484,
instance00676,0.57,0.52,0.04,67160,0.04,0.01,0.00,7140,1.74,1.61,0.11,207580,0.06,0.03,0.01,26272,
instance00677,0.59,0.54,0.04,66472,0.03,0.01,0.01,7140,2.01,1.89,0.10,222696,0.07,0.03,0.01,26280,
instance00679,0.59,0.54,0.04,67464,0.03,0.01,0.00,7136,1.88,1.77,0.10,218636,0.06,0.04,0.01,26268,
instance00686,0.57,0.52,0.05,66200,0.04,0.01,0.00,6292,1.85,1.73,0.10,215208,0.06,0.03,0.01,24484,
instance00689,0.61,0.55,0.04,67728,0.03,0.01,0.01,7136,1.85,1.73,0.10,209596,0.08,0.03,0.01,26268,
instance00713,0.61,0.54,0.04,66472,0.04,0.01,0.00,7136,1.91,1.74,0.13,211720,0.07,0.03,0.01,26272,
instance00714,0.59,0.54,0.04,67512,0.03,0.01,0.01,7140,1.82,1.72,0.09,216132,0.07,0.04,0.00,26272,
instance00715,0.59,0.54,0.03,67496,0.04,0.01,0.00,7140,1.79,1.65,0.12,207732,0.07,0.03,0.01,26268,
instance00722,0.59,0.52,0.04,64960,0.04,0.01,0.00,6292,1.82,1.72,0.09,214500,0.06,0.03,0.00,24484,
instance00730,0.56,0.51,0.04,66304,0.03,0.01,0.00,7140,1.83,1.72,0.09,219584,0.07,0.03,0.01,26272,
instance00731,0.58,0.52,0.04,66432,0.04,0.01,0.00,7140,1.87,1.75,0.09,216888,0.06,0.03,0.01,26272,
instance00740,0.59,0.54,0.04,66088,0.02,0.01,0.00,6292,1.75,1.63,0.11,205852,0.06,0.03,0.01,24484,
instance00742,0.56,0.50,0.05,63984,0.04,0.01,0.01,6296,1.94,1.79,0.11,213780,0.07,0.03,0.01,24484,
instance00765,0.56,0.52,0.03,66296,0.04,0.01,0.01,7136,1.87,1.75,0.11,219324,0.07,0.03,0.01,26268,
instance00774,0.56,0.50,0.04,66716,0.04,0.01,0.01,6292,1.98,1.83,0.13,217924,0.06,0.03,0.01,24484,
instance00776,0.55,0.51,0.03,66336,0.04,0.01,0.00,7140,1.80,1.70,0.09,218188,0.07,0.04,0.01,26272,
instance00777,0.56,0.53,0.02,67568,0.04,0.01,0.01,7136,1.91,1.80,0.10,221576,0.06,0.03,0.01,26272,
instance00782,0.58,0.52,0.03,66356,0.03,0.01,0.00,7140,2.08,1.93,0.13,231756,0.07,0.03,0.01,26276,
instance00784,0.54,0.50,0.03,65172,0.04,0.01,0.01,6292,1.76,1.64,0.11,205480,0.06,0.03,0.01,24484,
instance00793,0.57,0.52,0.03,68648,0.04,0.01,0.01,7136,1.90,1.80,0.09,220492,0.14,0.03,0.01,26268,
instance00801,0.61,0.53,0.03,67588,0.05,0.01,0.00,7136,1.93,1.76,0.13,211788,0.06,0.03,0.01,26272,
instance00804,0.50,0.46,0.03,66360,0.03,0.01,0.00,7140,1.89,1.74,0.14,217464,0.07,0.03,0.01,26272,
instance00820,0.56,0.51,0.04,67424,0.04,0.01,0.01,7136,1.90,1.78,0.10,220980,0.08,0.03,0.01,26268,
instance00827,0.54,0.50,0.02,65528,0.04,0.01,0.00,6292,2.01,1.81,0.13,213996,0.07,0.03,0.01,24484,
instance00845,0.53,0.50,0.03,67440,0.03,0.01,0.00,7136,1.93,1.80,0.10,220796,0.06,0.03,0.01,26268,
instance00847,0.55,0.47,0.03,63704,0.03,0.01,0.01,6288,1.87,1.76,0.10,217816,0.06,0.03,0.01,24484,
instance00859,0.61,0.52,0.04,67256,0.03,0.01,0.00,7136,1.89,1.78,0.10,218984,0.06,0.03,0.01,26268,
instance00860,0.53,0.48,0.04,66276,0.03,0.01,0.00,7140,1.81,1.66,0.11,207764,0.06,0.03,0.01,26272,
instance00861,0.57,0.48,0.04,66320,0.03,0.01,0.00,7140,1.71,1.57,0.12,211612,0.06,0.03,0.01,26272,
instance00862,0.49,0.45,0.03,64128,0.03,0.01,0.00,6296,1.62,1.52,0.09,210808,0.06,0.03,0.01,24472,
instance00865,0.58,0.49,0.04,65952,0.04,0.01,0.00,7136,1.93,1.79,0.12,218244,0.07,0.04,0.01,26268,
instance00883,0.57,0.49,0.03,66260,0.03,0.01,0.00,7136,1.85,1.74,0.09,215768,0.08,0.03,0.01,26268,
instance00901,0.62,0.53,0.03,66828,0.04,0.01,0.00,7136,1.91,1.81,0.09,221004,0.06,0.04,0.00,26268,
instance00905,0.54,0.49,0.04,65612,0.03,0.01,0.00,6292,1.77,1.63,0.09,207568,0.06,0.03,0.01,24484,
instance00907,0.58,0.50,0.03,67204,0.04,0.01,0.00,7140,1.88,1.78,0.08,220064,0.06,0.04,0.01,26272,
instance00918,0.53,0.48,0.03,65268,0.03,0.01,0.00,6292,1.71,1.60,0.10,214112,0.07,0.04,0.01,24484,
instance00923,0.56,0.48,0.04,66384,0.03,0.01,0.00,7140,1.78,1.68,0.09,217060,0.06,0.04,0.01,26272,
instance00935,0.62,0.50,0.05,63860,0.04,0.01,0.00,6292,1.90,1.76,0.12,223984,0.06,0.04,0.01,24484,
instance00938,0.76,0.57,0.06,68472,0.04,0.01,0.00,7140,2.14,2.02,0.10,233632,0.08,0.03,0.01,26284,
instance00948,0.63,0.50,0.05,66028,0.02,0.01,0.00,7140,1.67,1.56,0.10,213640,0.07,0.03,0.01,26272,
instance00952,0.66,0.53,0.05,65592,0.03,0.01,0.00,6292,1.88,1.77,0.09,216732,0.06,0.03,0.01,24484,
instance00956,0.71,0.54,0.04,66928,0.04,0.01,0.00,7144,1.70,1.55,0.10,207320,0.06,0.04,0.01,26272,
instance00957,0.70,0.53,0.05,66204,0.02,0.01,0.00,7136,1.87,1.76,0.10,222804,0.06,0.03,0.01,26268,
instance00961,0.63,0.50,0.04,63916,0.04,0.01,0.01,6292,1.85,1.73,0.10,217336,0.06,0.03,0.01,24484,
instance00970,0.62,0.48,0.05,63892,0.03,0.01,0.00,6296,1.94,1.82,0.11,220476,0.08,0.03,0.01,24484,
instance00977,0.58,0.52,0.05,66144,0.05,0.01,0.00,7140,1.76,1.65,0.10,209504,0.06,0.03,0.01,26268,
instance00985,0.59,0.53,0.05,67492,0.05,0.01,0.00,7136,1.78,1.67,0.10,221412,0.08,0.03,0.02,26268,
instance00986,0.71,0.53,0.06,66188,0.05,0.01,0.00,7136,1.91,1.80,0.10,222736,0.10,0.03,0.01,26268,
instance00993,0.64,0.47,0.04,63248,0.05,0.01,0.00,7136,1.91,1.79,0.11,219020,0.07,0.03,0.01,26268,
instance01014,0.60,0.52,0.04,66140,0.04,0.01,0.00,6292,1.70,1.58,0.08,207712,0.12,0.03,0.01,24484,
instance01023,0.55,0.49,0.04,65052,0.03,0.01,0.00,6292,1.70,1.58,0.09,216328,0.08,0.03,0.01,24484,
instance01028,0.57,0.50,0.04,65112,0.04,0.01,0.00,6292,1.78,1.66,0.11,217552,0.07,0.03,0.01,24484,
instance01030,0.59,0.50,0.04,66060,0.03,0.01,0.00,7140,1.90,1.61,0.10,211336,0.07,0.04,0.01,26272,
instance01040,0.64,0.50,0.05,63848,0.02,0.01,0.00,6292,1.90,1.77,0.11,213408,0.07,0.04,0.01,24484,
instance01048,0.60,0.52,0.05,65328,0.04,0.01,0.00,6296,1.92,1.81,0.10,212592,0.08,0.03,0.01,24484,
instance01053,0.57,0.50,0.04,66004,0.04,0.02,0.00,7136,1.94,1.83,0.10,218260,0.06,0.03,0.01,26268,
instance01054,0.56,0.52,0.03,66080,0.04,0.01,0.01,7140,1.93,1.80,0.10,219636,0.08,0.04,0.01,26268,
instance01056,0.54,0.48,0.04,64044,0.04,0.01,0.00,6292,1.93,1.79,0.09,209548,0.07,0.03,0.01,24484,
instance01057,0.56,0.51,0.04,65096,0.04,0.01,0.00,6292,1.92,1.82,0.09,212680,0.08,0.03,0.01,24484,
instance01067,0.57,0.51,0.04,67832,0.03,0.01,0.00,6292,2.15,2.03,0.10,229632,0.06,0.04,0.01,24484,
instance01088,0.58,0.52,0.04,68700,0.03,0.01,0.00,7136,2.01,1.87,0.12,222404,0.07,0.03,0.01,26268,
instance01089,0.59,0.53,0.04,66872,0.04,0.01,0.00,7140,1.85,1.74,0.10,211848,0.07,0.03,0.01,26272,
instance01101,0.58,0.52,0.04,65032,0.02,0.01,0.00,6292,1.83,1.73,0.10,209336,0.10,0.03,0.01,24484,
instance01107,0.56,0.51,0.04,65448,0.31,0.01,0.00,6292,1.82,1.70,0.10,211848,0.06,0.03,0.01,24484,
instance01121,0.57,0.51,0.04,67680,0.04,0.01,0.01,7140,2.08,1.96,0.10,227692,0.07,0.04,0.01,26280,
instance01135,0.56,0.51,0.04,66252,0.03,0.01,0.00,7140,1.82,1.70,0.10,217752,0.09,0.04,0.01,26272,
instance01146,0.62,0.58,0.03,67264,0.05,0.01,0.00,7144,2.09,1.91,0.12,222940,0.08,0.04,0.01,26284,
instance01168,0.60,0.53,0.05,66096,0.04,0.01,0.00,7136,1.93,1.79,0.12,221796,0.06,0.04,0.01,26272,
instance01189,0.65,0.59,0.04,69400,0.03,0.01,0.00,7144,2.13,2.02,0.09,231088,0.07,0.03,0.01,26272,
instance01197,0.64,0.57,0.04,66864,0.03,0.01,0.01,7136,1.95,1.83,0.11,223032,0.06,0.03,0.01,26276,
instance01235,0.58,0.53,0.04,65048,0.05,0.01,0.00,6292,1.86,1.76,0.09,214032,0.06,0.02,0.01,24484,
instance01242,0.60,0.55,0.03,66488,0.04,0.01,0.00,7136,1.80,1.68,0.11,217456,0.07,0.03,0.02,26268,
instance01256,0.58,0.53,0.04,66336,0.03,0.01,0.00,7140,1.71,1.59,0.09,210304,0.08,0.03,0.01,26272,
instance01258,0.56,0.52,0.03,66280,0.04,0.01,0.00,7144,1.79,1.68,0.10,214764,0.06,0.03,0.01,26272,
instance01271,0.59,0.53,0.04,66120,0.04,0.01,0.01,7140,1.86,1.74,0.11,220384,0.10,0.04,0.01,26268,
instance01273,0.55,0.51,0.03,64132,0.04,0.01,0.01,6292,1.65,1.52,0.11,205964,0.06,0.03,0.01,24484,
instance01274,0.56,0.50,0.04,63860,0.02,0.01,0.00,6292,1.70,1.55,0.11,208244,0.06,0.04,0.01,24484,
instance01275,0.63,0.57,0.04,67308,0.06,0.01,0.00,7136,1.97,1.85,0.10,222216,0.11,0.04,0.01,26268,
instance01277,0.55,0.50,0.03,66176,0.04,0.01,0.00,6292,2.15,2.03,0.11,231300,0.08,0.03,0.01,24484,
instance01287,0.60,0.55,0.04,68088,0.03,0.01,0.01,7136,1.94,1.82,0.11,221068,0.07,0.03,0.01,26268,
instance01297,0.59,0.52,0.05,66128,0.03,0.01,0.00,6296,1.89,1.78,0.10,210024,0.10,0.03,0.01,24484,
instance01298,0.56,0.50,0.04,66052,0.03,0.01,0.00,6292,1.75,1.61,0.12,210896,0.08,0.03,0.01,24484,
instance01325,0.58,0.53,0.04,65400,0.03,0.01,0.00,6292,2.05,1.94,0.09,222388,0.06,0.03,0.01,24484,
instance01335,0.52,0.46,0.03,63264,0.03,0.01,0.00,6296,1.97,1.86,0.11,221012,0.06,0.03,0.01,24484,
instance01338,0.58,0.51,0.03,64104,0.03,0.01,0.00,6292,1.71,1.60,0.09,206340,0.06,0.03,0.01,24484,
instance01353,0.57,0.52,0.04,67336,0.04,0.01,0.00,7136,1.89,1.75,0.10,218564,0.06,0.04,0.01,26272,
instance01355,0.55,0.51,0.04,67580,0.03,0.01,0.00,7140,1.91,1.80,0.10,220176,0.06,0.03,0.01,26268,
instance01359,0.57,0.51,0.04,66072,0.02,0.01,0.01,7140,1.84,1.74,0.09,218312,0.06,0.03,0.01,26272,
instance01360,0.57,0.51,0.04,66260,0.04,0.01,0.00,7144,1.67,1.54,0.12,204728,0.06,0.03,0.01,26272,
instance01361,0.60,0.55,0.04,68688,0.03,0.01,0.01,7136,1.98,1.86,0.10,222556,0.09,0.04,0.01,26272,
instance01367,0.67,0.58,0.05,67672,0.04,0.01,0.00,7140,1.94,1.82,0.10,220360,0.06,0.04,0.00,26280,
instance01368,0.53,0.48,0.04,65128,0.04,0.01,0.00,6292,1.92,1.79,0.11,218900,0.06,0.03,0.01,24484,
instance01369,0.59,0.54,0.03,66876,0.03,0.01,0.00,7136,2.03,1.92,0.09,224984,0.06,0.03,0.01,26280,
instance01376,0.57,0.51,0.03,65228,0.04,0.01,0.00,6292,1.91,1.78,0.11,215848,0.06,0.03,0.01,24484,
instance01401,0.58,0.54,0.04,67628,0.02,0.01,0.01,7136,1.82,1.69,0.09,215400,0.07,0.03,0.01,26268,
instance01402,0.60,0.54,0.04,67320,0.02,0.01,0.01,7140,1.80,1.67,0.11,216980,0.06,0.03,0.01,26272,
instance01408,0.64,0.57,0.04,68404,0.03,0.01,0.00,7136,1.96,1.84,0.10,222476,0.06,0.03,0.01,26272,
instance01410,0.59,0.53,0.04,66824,0.04,0.01,0.01,7140,1.77,1.67,0.09,222564,0.06,0.03,0.01,26272,
instance01412,0.58,0.52,0.04,64368,0.04,0.01,0.00,6292,2.02,1.90,0.10,222536,0.05,0.03,0.00,24484,
instance01414,0.54,0.49,0.04,67128,0.03,0.01,0.01,7144,1.72,1.61,0.10,208920,0.09,0.04,0.01,26272,
instance01425,0.56,0.51,0.03,66332,0.03,0.01,0.00,6292,2.11,1.96,0.13,232892,0.06,0.03,0.01,24484,
instance01427,0.51,0.46,0.04,64228,0.03,0.01,0.00,6292,1.75,1.61,0.12,210352,0.05,0.02,0.01,24484,
instance01428,0.56,0.50,0.04,65820,0.04,0.01,0.01,7144,1.79,1.69,0.08,213352,0.05,0.03,0.00,26272,
instance01447,0.54,0.49,0.04,65016,0.05,0.01,0.00,6292,1.68,1.52,0.12,211456,0.06,0.03,0.01,24484,
instance01458,0.61,0.55,0.04,66488,0.04,0.01,0.01,7136,1.83,1.69,0.12,217764,0.06,0.03,0.01,26268,
instance01468,0.64,0.59,0.03,68728,0.06,0.01,0.01,7136,1.96,1.85,0.09,220448,0.06,0.03,0.01,26272,
instance01474,0.57,0.53,0.04,66416,0.03,0.01,0.00,7140,1.82,1.72,0.08,216704,0.05,0.03,0.01,26272,
instance01476,0.59,0.54,0.04,68560,0.04,0.01,0.00,7136,1.80,1.70,0.09,210824,0.05,0.03,0.01,26268,
instance01478,0.56,0.51,0.04,66352,0.04,0.01,0.00,6292,2.15,2.03,0.11,231852,0.05,0.03,0.00,24484,
instance01484,0.53,0.49,0.03,64136,0.02,0.01,0.00,6292,2.06,1.95,0.10,224676,0.05,0.03,0.01,24484,
instance01491,0.55,0.49,0.04,64312,0.03,0.01,0.00,6292,1.97,1.84,0.11,219224,0.06,0.03,0.01,24484,
instance01492,0.54,0.49,0.04,64312,0.04,0.01,0.00,6288,1.85,1.68,0.11,209624,0.06,0.03,0.01,24484,
instance01495,0.57,0.52,0.04,67376,0.03,0.02,0.00,7136,1.88,1.76,0.09,218428,0.06,0.04,0.01,26268,
instance01523,0.56,0.52,0.03,66348,0.03,0.01,0.00,7144,1.97,1.84,0.12,221180,0.08,0.03,0.01,26284,
instance01526,0.54,0.50,0.04,64104,0.03,0.01,0.00,6292,1.84,1.72,0.09,214432,0.06,0.04,0.00,24484,
instance01527,0.60,0.55,0.04,68676,0.02,0.01,0.00,7136,1.94,1.84,0.09,221012,0.06,0.03,0.01,26272,
instance01544,0.56,0.50,0.04,64784,0.04,0.01,0.00,6296,1.67,1.54,0.11,205060,0.05,0.03,0.01,24484,
instance01558,0.54,0.50,0.03,64136,0.04,0.01,0.00,6296,1.97,1.86,0.09,219232,0.06,0.04,0.01,24484,
instance01567,0.60,0.54,0.04,68448,0.03,0.01,0.00,7136,1.89,1.72,0.11,214528,0.07,0.04,0.01,26272,
instance01568,0.58,0.53,0.04,66140,0.02,0.01,0.00,7136,1.92,1.78,0.13,219220,0.06,0.03,0.01,26276,
instance01576,0.57,0.52,0.04,66616,0.03,0.01,0.00,6292,2.04,1.93,0.09,221400,0.05,0.03,0.01,24484,
instance01592,0.55,0.48,0.04,65040,0.03,0.01,0.00,6300,1.58,1.47,0.09,207444,0.05,0.03,0.01,24472,
instance01593,0.51,0.46,0.04,64108,0.03,0.01,0.00,6300,1.71,1.60,0.08,212348,0.06,0.03,0.01,24484,
instance01610,0.57,0.51,0.04,65088,0.03,0.01,0.00,6292,1.74,1.59,0.14,209280,0.06,0.03,0.01,24484,
instance01612,0.55,0.46,0.04,64308,0.03,0.01,0.00,6292,1.77,1.64,0.12,211392,0.07,0.03,0.01,24484,
instance01614,0.55,0.50,0.04,64256,0.03,0.01,0.00,6296,1.94,1.84,0.09,223348,0.06,0.03,0.01,24484,
instance01617,0.54,0.49,0.03,65200,0.04,0.01,0.00,6292,1.79,1.67,0.11,214200,0.07,0.04,0.01,24484,
instance01633,0.57,0.52,0.04,67120,0.04,0.01,0.01,7140,1.89,1.78,0.09,217308,0.05,0.04,0.01,26268,
instance01653,0.56,0.50,0.04,66456,0.03,0.01,0.00,6292,1.82,1.67,0.10,215324,0.06,0.03,0.00,24484,
instance01657,0.60,0.55,0.04,67228,0.03,0.01,0.00,7136,1.94,1.80,0.13,227412,0.06,0.04,0.01,26272,
instance01658,0.56,0.51,0.04,68300,0.04,0.01,0.01,7140,1.93,1.82,0.09,217576,0.05,0.03,0.01,26268,
instance01660,0.59,0.55,0.03,68768,0.04,0.01,0.00,7144,1.79,1.67,0.10,214592,0.06,0.03,0.01,26272,
instance01666,0.56,0.46,0.03,63752,0.03,0.00,0.01,6296,1.91,1.79,0.11,217076,0.05,0.03,0.01,24484,
instance01669,0.60,0.55,0.03,67684,0.02,0.02,0.00,7140,1.80,1.69,0.09,214536,0.06,0.03,0.01,26268,
instance01688,0.60,0.54,0.04,68620,0.04,0.01,0.00,7136,1.95,1.84,0.09,222544,0.07,0.03,0.01,26268,
instance01690,0.59,0.54,0.04,66384,0.03,0.01,0.00,7140,2.06,1.95,0.10,230008,0.06,0.03,0.01,26276,
