noree-query3450.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query3465.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query3487.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query3494.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query3516.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query3549.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query3574.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query3577.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query3591.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query3712.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query3723.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query3767.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query3864.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query3943.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query3950.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query4255.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query4443.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query4673.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query4858.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query4860.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query4871.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query5100.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query5108.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query5196.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query5197.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query5315.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query5423.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query5519.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query5582.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query5700.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query5852.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query6203.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query6221.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query6223.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query6796.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query6842.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query6917.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query7455.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query7904.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query8045.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query8468.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query8654.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query8867.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query8917.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query8962.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query9050.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query9155.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query9276.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query9416.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
noree-query9747.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query2885.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3096.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3102.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3111.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3113.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3124.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3133.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3137.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3143.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3146.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3149.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3151.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3155.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3156.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3160.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3164.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3165.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3167.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3168.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3177.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3179.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3182.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3185.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3186.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3188.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3191.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3194.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3196.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3201.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3203.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3205.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3208.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3214.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3218.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3224.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3225.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3229.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3234.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3236.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3238.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3239.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3241.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3246.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3250.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3253.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3255.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3269.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3296.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3304.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3308.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3310.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3314.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3318.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3321.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3324.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3325.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3330.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3331.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3335.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3336.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3350.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3358.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3359.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3361.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3367.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3368.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3369.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3386.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3392.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3401.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3423.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3427.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3428.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3429.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3434.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3435.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3438.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3444.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3445.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3450.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3454.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3455.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3456.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3458.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3459.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3462.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3463.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3465.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3466.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3468.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3469.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3470.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3471.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3473.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3474.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3475.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3476.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3478.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3479.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3487.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3489.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3495.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3506.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3519.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3520.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3523.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3532.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3534.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3541.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3543.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3546.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3547.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3549.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3555.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3556.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3558.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3563.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3568.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3569.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3570.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,=
query3574.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3577.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3591.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3664.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3671.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3694.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3720.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3767.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3793.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3864.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3873.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3969.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query3979.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query4092.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query4107.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query4111.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query4114.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query4249.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query4267.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query4293.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query4299.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query4319.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query4399.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query4443.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query4446.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query4583.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query4617.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query4673.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query4858.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query4932.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query4933.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query4936.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query5013.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query5041.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query5098.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query5202.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query5216.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query5222.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query5289.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query5380.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query5400.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query5433.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query5436.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query5491.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query5511.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query5599.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query5690.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query5742.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query5753.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query5763.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query5819.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query5848.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query5905.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query5935.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query5997.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query6008.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query6109.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query6136.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query6345.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query6380.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query6387.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query6462.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query6481.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query6569.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query6620.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query6637.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query6754.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query6780.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query6823.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query6842.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query6914.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query6932.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query6966.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query6979.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query7051.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query7116.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query7313.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query7481.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query7487.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query7493.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query7561.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query7657.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query7665.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query7698.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query7704.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query7723.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query7820.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query7958.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query7985.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query7990.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query8000.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query8094.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query8149.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query8288.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query8303.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query8333.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query8343.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query8348.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query8486.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query8512.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query8523.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query8582.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query8589.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query8824.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query8855.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query8856.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query8865.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query8867.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query8926.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query8952.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query8955.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
query8957.smt2, str.to_re,str.in_re,str.++,re.allchar,re.++,re.*,not,and,=
