instance01023.smt2, str.to_re,str.in_re,and
instance01028.smt2, str.to_re,str.in_re,and
instance01030.smt2, str.to_re,str.in_re,not,and
instance01040.smt2, str.to_re,str.in_re,and
instance01048.smt2, str.to_re,str.in_re,and
instance01053.smt2, str.to_re,str.in_re,not,and
instance01054.smt2, str.to_re,str.in_re,not,and
instance01056.smt2, str.to_re,str.in_re,and
instance01057.smt2, str.to_re,str.in_re,and
instance01067.smt2, str.to_re,str.in_re,and
instance01088.smt2, str.to_re,str.in_re,not,and
instance01089.smt2, str.to_re,str.in_re,not,and
instance01101.smt2, str.to_re,str.in_re,and
instance01107.smt2, str.to_re,str.in_re,and
instance01121.smt2, str.to_re,str.in_re,not,and
instance01135.smt2, str.to_re,str.in_re,not,and
instance01146.smt2, str.to_re,str.in_re,not,and
instance01168.smt2, str.to_re,str.in_re,not,and
instance01189.smt2, str.to_re,str.in_re,not,and
instance01197.smt2, str.to_re,str.in_re,not,and
instance01235.smt2, str.to_re,str.in_re,and
instance01242.smt2, str.to_re,str.in_re,not,and
instance01256.smt2, str.to_re,str.in_re,not,and
instance01258.smt2, str.to_re,str.in_re,not,and
instance01271.smt2, str.to_re,str.in_re,not,and
instance01273.smt2, str.to_re,str.in_re,and
instance01274.smt2, str.to_re,str.in_re,and
instance01275.smt2, str.to_re,str.in_re,not,and
instance01277.smt2, str.to_re,str.in_re,and
instance01287.smt2, str.to_re,str.in_re,not,and
instance01297.smt2, str.to_re,str.in_re,and
instance01298.smt2, str.to_re,str.in_re,and
instance01325.smt2, str.to_re,str.in_re,and
instance01335.smt2, str.to_re,str.in_re,and
instance01338.smt2, str.to_re,str.in_re,and
instance01353.smt2, str.to_re,str.in_re,not,and
instance01355.smt2, str.to_re,str.in_re,not,and
instance01359.smt2, str.to_re,str.in_re,not,and
instance01360.smt2, str.to_re,str.in_re,not,and
instance01361.smt2, str.to_re,str.in_re,not,and
instance01367.smt2, str.to_re,str.in_re,not,and
instance01368.smt2, str.to_re,str.in_re,and
instance01369.smt2, str.to_re,str.in_re,not,and
instance01376.smt2, str.to_re,str.in_re,and
instance01401.smt2, str.to_re,str.in_re,not,and
instance01402.smt2, str.to_re,str.in_re,not,and
instance01408.smt2, str.to_re,str.in_re,not,and
instance01410.smt2, str.to_re,str.in_re,not,and
instance01412.smt2, str.to_re,str.in_re,and
instance01414.smt2, str.to_re,str.in_re,not,and
instance01425.smt2, str.to_re,str.in_re,and
instance01427.smt2, str.to_re,str.in_re,and
instance01428.smt2, str.to_re,str.in_re,not,and
instance01447.smt2, str.to_re,str.in_re,and
instance01458.smt2, str.to_re,str.in_re,not,and
instance01468.smt2, str.to_re,str.in_re,not,and
instance01474.smt2, str.to_re,str.in_re,not,and
instance01476.smt2, str.to_re,str.in_re,not,and
instance01478.smt2, str.to_re,str.in_re,and
instance01484.smt2, str.to_re,str.in_re,and
instance01491.smt2, str.to_re,str.in_re,and
instance01492.smt2, str.to_re,str.in_re,and
instance01495.smt2, str.to_re,str.in_re,not,and
instance01523.smt2, str.to_re,str.in_re,not,and
instance01526.smt2, str.to_re,str.in_re,and
instance01527.smt2, str.to_re,str.in_re,not,and
instance01544.smt2, str.to_re,str.in_re,and
instance01558.smt2, str.to_re,str.in_re,and
instance01567.smt2, str.to_re,str.in_re,not,and
instance01568.smt2, str.to_re,str.in_re,not,and
instance01576.smt2, str.to_re,str.in_re,and
instance01592.smt2, str.to_re,str.in_re,and
instance01593.smt2, str.to_re,str.in_re,and
instance01610.smt2, str.to_re,str.in_re,and
instance01612.smt2, str.to_re,str.in_re,and
instance01614.smt2, str.to_re,str.in_re,and
instance01617.smt2, str.to_re,str.in_re,and
instance01633.smt2, str.to_re,str.in_re,not,and
instance01653.smt2, str.to_re,str.in_re,and
instance01657.smt2, str.to_re,str.in_re,not,and
instance01658.smt2, str.to_re,str.in_re,not,and
instance01660.smt2, str.to_re,str.in_re,not,and
instance01666.smt2, str.to_re,str.in_re,and
instance01669.smt2, str.to_re,str.in_re,not,and
instance01688.smt2, str.to_re,str.in_re,not,and
instance01690.smt2, str.to_re,str.in_re,not,and
instance01695.smt2, str.to_re,str.in_re,and
instance01697.smt2, str.to_re,str.in_re,not,and
instance01701.smt2, str.to_re,str.in_re,not,and
instance01711.smt2, str.to_re,str.in_re,and
instance01716.smt2, str.to_re,str.in_re,not,and
instance01718.smt2, str.to_re,str.in_re,and
instance01725.smt2, str.to_re,str.in_re,and
instance01732.smt2, str.to_re,str.in_re,and
instance01733.smt2, str.to_re,str.in_re,and
instance01745.smt2, str.to_re,str.in_re,and
instance01746.smt2, str.to_re,str.in_re,and
instance01749.smt2, str.to_re,str.in_re,and
instance01758.smt2, str.to_re,str.in_re,and
instance01768.smt2, str.to_re,str.in_re,not,and
instance01779.smt2, str.to_re,str.in_re,and
instance01785.smt2, str.to_re,str.in_re,not,and
instance01795.smt2, str.to_re,str.in_re,not,and
instance01805.smt2, str.to_re,str.in_re,not,and
instance01808.smt2, str.to_re,str.in_re,not,and
instance01814.smt2, str.to_re,str.in_re,and
instance01819.smt2, str.to_re,str.in_re,not,and
instance01828.smt2, str.to_re,str.in_re,and
instance01831.smt2, str.to_re,str.in_re,not,and
instance01834.smt2, str.to_re,str.in_re,not,and
instance01837.smt2, str.to_re,str.in_re,not,and
instance01844.smt2, str.to_re,str.in_re,and
instance01853.smt2, str.to_re,str.in_re,and
instance01855.smt2, str.to_re,str.in_re,not,and
instance01857.smt2, str.to_re,str.in_re,not,and
instance01859.smt2, str.to_re,str.in_re,and
instance01875.smt2, str.to_re,str.in_re,not,and
instance01884.smt2, str.to_re,str.in_re,and
instance01894.smt2, str.to_re,str.in_re,not,and
instance01902.smt2, str.to_re,str.in_re,and
instance01904.smt2, str.to_re,str.in_re,and
instance01917.smt2, str.to_re,str.in_re,and
instance01918.smt2, str.to_re,str.in_re,and
instance01922.smt2, str.to_re,str.in_re,not,and
instance01924.smt2, str.to_re,str.in_re,not,and
instance01945.smt2, str.to_re,str.in_re,and
instance01951.smt2, str.to_re,str.in_re,not,and
instance01959.smt2, str.to_re,str.in_re,not,and
instance01960.smt2, str.to_re,str.in_re,and
instance01964.smt2, str.to_re,str.in_re,and
instance01976.smt2, str.to_re,str.in_re,and
instance01985.smt2, str.to_re,str.in_re,and
instance01989.smt2, str.to_re,str.in_re,and
instance01991.smt2, str.to_re,str.in_re,not,and
instance02002.smt2, str.to_re,str.in_re,and
instance02006.smt2, str.to_re,str.in_re,and
instance02013.smt2, str.to_re,str.in_re,not,and
instance02022.smt2, str.to_re,str.in_re,not,and
instance02030.smt2, str.to_re,str.in_re,and
instance02038.smt2, str.to_re,str.in_re,and
instance02043.smt2, str.to_re,str.in_re,not,and
instance02047.smt2, str.to_re,str.in_re,not,and
instance02060.smt2, str.to_re,str.in_re,not,and
instance02063.smt2, str.to_re,str.in_re,not,and
instance02064.smt2, str.to_re,str.in_re,and
instance02066.smt2, str.to_re,str.in_re,not,and
instance02074.smt2, str.to_re,str.in_re,and
instance02086.smt2, str.to_re,str.in_re,not,and
instance02091.smt2, str.to_re,str.in_re,and
instance02093.smt2, str.to_re,str.in_re,not,and
instance02098.smt2, str.to_re,str.in_re,not,and
instance02120.smt2, str.to_re,str.in_re,not,and
instance02130.smt2, str.to_re,str.in_re,not,and
instance02140.smt2, str.to_re,str.in_re,and
instance02146.smt2, str.to_re,str.in_re,and
instance02153.smt2, str.to_re,str.in_re,and
instance02169.smt2, str.to_re,str.in_re,and
instance02170.smt2, str.to_re,str.in_re,and
instance02172.smt2, str.to_re,str.in_re,not,and
instance02176.smt2, str.to_re,str.in_re,not,and
instance02177.smt2, str.to_re,str.in_re,and
instance02179.smt2, str.to_re,str.in_re,and
instance02184.smt2, str.to_re,str.in_re,and
instance02187.smt2, str.to_re,str.in_re,not,and
instance02188.smt2, str.to_re,str.in_re,not,and
instance02192.smt2, str.to_re,str.in_re,and
instance02197.smt2, str.to_re,str.in_re,and
instance02212.smt2, str.to_re,str.in_re,and
instance02216.smt2, str.to_re,str.in_re,not,and
instance02219.smt2, str.to_re,str.in_re,and
instance02231.smt2, str.to_re,str.in_re,and
instance02265.smt2, str.to_re,str.in_re,not,and
instance02270.smt2, str.to_re,str.in_re,not,and
instance02273.smt2, str.to_re,str.in_re,and
instance02274.smt2, str.to_re,str.in_re,not,and
instance02279.smt2, str.to_re,str.in_re,and
instance02299.smt2, str.to_re,str.in_re,not,and
instance02304.smt2, str.to_re,str.in_re,not,and
instance02306.smt2, str.to_re,str.in_re,and
instance02314.smt2, str.to_re,str.in_re,not,and
instance02320.smt2, str.to_re,str.in_re,and
instance02324.smt2, str.to_re,str.in_re,not,and
instance02327.smt2, str.to_re,str.in_re,not,and
instance02332.smt2, str.to_re,str.in_re,not,and
instance02345.smt2, str.to_re,str.in_re,not,and
instance02354.smt2, str.to_re,str.in_re,not,and
instance02357.smt2, str.to_re,str.in_re,not,and
instance02358.smt2, str.to_re,str.in_re,not,and
instance02365.smt2, str.to_re,str.in_re,and
instance02366.smt2, str.to_re,str.in_re,not,and
instance02380.smt2, str.to_re,str.in_re,not,and
instance02383.smt2, str.to_re,str.in_re,and
instance02390.smt2, str.to_re,str.in_re,not,and
instance02395.smt2, str.to_re,str.in_re,not,and
instance02398.smt2, str.to_re,str.in_re,and
instance02399.smt2, str.to_re,str.in_re,and
instance02403.smt2, str.to_re,str.in_re,and
instance02413.smt2, str.to_re,str.in_re,not,and
instance02416.smt2, str.to_re,str.in_re,not,and
instance02427.smt2, str.to_re,str.in_re,and
instance02429.smt2, str.to_re,str.in_re,and
instance02439.smt2, str.to_re,str.in_re,and
instance02451.smt2, str.to_re,str.in_re,not,and
instance02458.smt2, str.to_re,str.in_re,not,and
instance02459.smt2, str.to_re,str.in_re,and
instance02468.smt2, str.to_re,str.in_re,and
instance02478.smt2, str.to_re,str.in_re,and
instance02481.smt2, str.to_re,str.in_re,and
instance02482.smt2, str.to_re,str.in_re,not,and
instance02489.smt2, str.to_re,str.in_re,not,and
instance02507.smt2, str.to_re,str.in_re,and
instance02514.smt2, str.to_re,str.in_re,not,and
instance02518.smt2, str.to_re,str.in_re,and
instance02520.smt2, str.to_re,str.in_re,and
instance02542.smt2, str.to_re,str.in_re,and
instance02573.smt2, str.to_re,str.in_re,and
instance02586.smt2, str.to_re,str.in_re,and
instance02591.smt2, str.to_re,str.in_re,not,and
instance02596.smt2, str.to_re,str.in_re,not,and
instance02601.smt2, str.to_re,str.in_re,and
instance02622.smt2, str.to_re,str.in_re,not,and
instance02678.smt2, str.to_re,str.in_re,not,and
instance02686.smt2, str.to_re,str.in_re,and
instance02697.smt2, str.to_re,str.in_re,and
instance02701.smt2, str.to_re,str.in_re,not,and
instance02715.smt2, str.to_re,str.in_re,and
instance02732.smt2, str.to_re,str.in_re,and
instance02733.smt2, str.to_re,str.in_re,not,and
instance02743.smt2, str.to_re,str.in_re,not,and
instance02744.smt2, str.to_re,str.in_re,and
instance02745.smt2, str.to_re,str.in_re,not,and
instance02753.smt2, str.to_re,str.in_re,not,and
instance02758.smt2, str.to_re,str.in_re,not,and
instance02759.smt2, str.to_re,str.in_re,not,and
instance02770.smt2, str.to_re,str.in_re,not,and
instance02771.smt2, str.to_re,str.in_re,and
instance02777.smt2, str.to_re,str.in_re,and
instance02800.smt2, str.to_re,str.in_re,and
instance02808.smt2, str.to_re,str.in_re,and
instance02812.smt2, str.to_re,str.in_re,and
instance02813.smt2, str.to_re,str.in_re,and
instance02814.smt2, str.to_re,str.in_re,not,and
instance02816.smt2, str.to_re,str.in_re,and
instance02824.smt2, str.to_re,str.in_re,and
instance02825.smt2, str.to_re,str.in_re,not,and
instance02826.smt2, str.to_re,str.in_re,not,and
instance02844.smt2, str.to_re,str.in_re,and
instance02845.smt2, str.to_re,str.in_re,not,and
instance02859.smt2, str.to_re,str.in_re,not,and
instance02868.smt2, str.to_re,str.in_re,not,and
instance02869.smt2, str.to_re,str.in_re,not,and
instance02873.smt2, str.to_re,str.in_re,not,and
instance02876.smt2, str.to_re,str.in_re,not,and
instance02888.smt2, str.to_re,str.in_re,and
instance02890.smt2, str.to_re,str.in_re,not,and
instance02891.smt2, str.to_re,str.in_re,not,and
instance02892.smt2, str.to_re,str.in_re,and
instance02899.smt2, str.to_re,str.in_re,and
instance02912.smt2, str.to_re,str.in_re,not,and
instance02918.smt2, str.to_re,str.in_re,and
instance02920.smt2, str.to_re,str.in_re,and
instance02929.smt2, str.to_re,str.in_re,not,and
instance02934.smt2, str.to_re,str.in_re,and
instance02943.smt2, str.to_re,str.in_re,not,and
instance02954.smt2, str.to_re,str.in_re,not,and
instance02955.smt2, str.to_re,str.in_re,and
instance02957.smt2, str.to_re,str.in_re,not,and
instance02971.smt2, str.to_re,str.in_re,and
instance02978.smt2, str.to_re,str.in_re,and
instance02987.smt2, str.to_re,str.in_re,not,and
instance02997.smt2, str.to_re,str.in_re,and
instance03001.smt2, str.to_re,str.in_re,and
instance03007.smt2, str.to_re,str.in_re,not,and
instance03043.smt2, str.to_re,str.in_re,not,and
instance03062.smt2, str.to_re,str.in_re,and
instance03094.smt2, str.to_re,str.in_re,not,and
instance03097.smt2, str.to_re,str.in_re,and
instance03098.smt2, str.to_re,str.in_re,and
instance03108.smt2, str.to_re,str.in_re,not,and
instance03116.smt2, str.to_re,str.in_re,not,and
instance03127.smt2, str.to_re,str.in_re,not,and
instance03133.smt2, str.to_re,str.in_re,and
instance03136.smt2, str.to_re,str.in_re,not,and
instance03142.smt2, str.to_re,str.in_re,not,and
instance03148.smt2, str.to_re,str.in_re,and
instance03153.smt2, str.to_re,str.in_re,not,and
instance03161.smt2, str.to_re,str.in_re,not,and
instance03163.smt2, str.to_re,str.in_re,and
instance03197.smt2, str.to_re,str.in_re,not,and
instance03200.smt2, str.to_re,str.in_re,not,and
instance03203.smt2, str.to_re,str.in_re,not,and
instance03216.smt2, str.to_re,str.in_re,not,and
instance03227.smt2, str.to_re,str.in_re,and
instance03232.smt2, str.to_re,str.in_re,and
instance03234.smt2, str.to_re,str.in_re,and
instance03235.smt2, str.to_re,str.in_re,not,and
instance03246.smt2, str.to_re,str.in_re,and
instance03264.smt2, str.to_re,str.in_re,and
instance03270.smt2, str.to_re,str.in_re,and
instance03276.smt2, str.to_re,str.in_re,not,and
instance03294.smt2, str.to_re,str.in_re,not,and
instance03304.smt2, str.to_re,str.in_re,and
instance03309.smt2, str.to_re,str.in_re,not,and
instance03316.smt2, str.to_re,str.in_re,and
instance03317.smt2, str.to_re,str.in_re,not,and
instance03329.smt2, str.to_re,str.in_re,and
instance03331.smt2, str.to_re,str.in_re,and
instance03338.smt2, str.to_re,str.in_re,and
instance03342.smt2, str.to_re,str.in_re,and
instance03347.smt2, str.to_re,str.in_re,and
instance03366.smt2, str.to_re,str.in_re,not,and
instance03370.smt2, str.to_re,str.in_re,and
instance03372.smt2, str.to_re,str.in_re,and
instance03374.smt2, str.to_re,str.in_re,not,and
instance03382.smt2, str.to_re,str.in_re,and
instance03399.smt2, str.to_re,str.in_re,and
instance03405.smt2, str.to_re,str.in_re,not,and
instance03413.smt2, str.to_re,str.in_re,and
instance03416.smt2, str.to_re,str.in_re,and
instance03431.smt2, str.to_re,str.in_re,not,and
instance03433.smt2, str.to_re,str.in_re,and
instance03435.smt2, str.to_re,str.in_re,and
instance03441.smt2, str.to_re,str.in_re,not,and
instance03444.smt2, str.to_re,str.in_re,not,and
instance03459.smt2, str.to_re,str.in_re,not,and
instance03465.smt2, str.to_re,str.in_re,and
instance03473.smt2, str.to_re,str.in_re,and
instance03495.smt2, str.to_re,str.in_re,not,and
instance03522.smt2, str.to_re,str.in_re,and
instance03542.smt2, str.to_re,str.in_re,and
instance03545.smt2, str.to_re,str.in_re,not,and
instance03547.smt2, str.to_re,str.in_re,and
instance03552.smt2, str.to_re,str.in_re,not,and
instance03554.smt2, str.to_re,str.in_re,and
instance03556.smt2, str.to_re,str.in_re,and
instance03557.smt2, str.to_re,str.in_re,and
instance03559.smt2, str.to_re,str.in_re,and
instance03561.smt2, str.to_re,str.in_re,and
instance03565.smt2, str.to_re,str.in_re,not,and
instance03575.smt2, str.to_re,str.in_re,not,and
instance03576.smt2, str.to_re,str.in_re,not,and
instance03578.smt2, str.to_re,str.in_re,and
instance03594.smt2, str.to_re,str.in_re,and
instance03598.smt2, str.to_re,str.in_re,not,and
instance03614.smt2, str.to_re,str.in_re,and
instance03623.smt2, str.to_re,str.in_re,not,and
instance03653.smt2, str.to_re,str.in_re,not,and
instance03661.smt2, str.to_re,str.in_re,not,and
instance03670.smt2, str.to_re,str.in_re,and
instance03671.smt2, str.to_re,str.in_re,not,and
instance03673.smt2, str.to_re,str.in_re,and
instance03677.smt2, str.to_re,str.in_re,and
instance03683.smt2, str.to_re,str.in_re,and
instance03692.smt2, str.to_re,str.in_re,not,and
instance03715.smt2, str.to_re,str.in_re,and
instance03717.smt2, str.to_re,str.in_re,and
instance03726.smt2, str.to_re,str.in_re,and
instance03730.smt2, str.to_re,str.in_re,not,and
instance03763.smt2, str.to_re,str.in_re,and
instance03766.smt2, str.to_re,str.in_re,not,and
instance03772.smt2, str.to_re,str.in_re,not,and
instance03781.smt2, str.to_re,str.in_re,and
instance03791.smt2, str.to_re,str.in_re,and
instance03800.smt2, str.to_re,str.in_re,and
instance03808.smt2, str.to_re,str.in_re,not,and
instance03844.smt2, str.to_re,str.in_re,and
instance03846.smt2, str.to_re,str.in_re,and
instance03859.smt2, str.to_re,str.in_re,not,and
instance03880.smt2, str.to_re,str.in_re,and
instance03886.smt2, str.to_re,str.in_re,and
instance03905.smt2, str.to_re,str.in_re,not,and
instance03906.smt2, str.to_re,str.in_re,not,and
instance03912.smt2, str.to_re,str.in_re,and
instance03913.smt2, str.to_re,str.in_re,and
instance03914.smt2, str.to_re,str.in_re,and
instance03917.smt2, str.to_re,str.in_re,and
instance03922.smt2, str.to_re,str.in_re,and
instance03930.smt2, str.to_re,str.in_re,and
instance03937.smt2, str.to_re,str.in_re,not,and
instance03956.smt2, str.to_re,str.in_re,and
instance03961.smt2, str.to_re,str.in_re,and
instance03965.smt2, str.to_re,str.in_re,not,and
instance03977.smt2, str.to_re,str.in_re,not,and
instance03982.smt2, str.to_re,str.in_re,and
instance03994.smt2, str.to_re,str.in_re,and
instance04017.smt2, str.to_re,str.in_re,not,and
instance04030.smt2, str.to_re,str.in_re,and
instance04032.smt2, str.to_re,str.in_re,and
instance04052.smt2, str.to_re,str.in_re,and
instance04059.smt2, str.to_re,str.in_re,not,and
instance04063.smt2, str.to_re,str.in_re,and
instance04073.smt2, str.to_re,str.in_re,and
instance04077.smt2, str.to_re,str.in_re,and
instance04080.smt2, str.to_re,str.in_re,and
instance04086.smt2, str.to_re,str.in_re,and
instance04090.smt2, str.to_re,str.in_re,and
instance04101.smt2, str.to_re,str.in_re,and
instance04105.smt2, str.to_re,str.in_re,and
instance04110.smt2, str.to_re,str.in_re,and
instance04112.smt2, str.to_re,str.in_re,and
instance04116.smt2, str.to_re,str.in_re,not,and
instance04129.smt2, str.to_re,str.in_re,not,and
instance04149.smt2, str.to_re,str.in_re,not,and
instance04156.smt2, str.to_re,str.in_re,and
instance04159.smt2, str.to_re,str.in_re,and
instance04182.smt2, str.to_re,str.in_re,not,and
instance04194.smt2, str.to_re,str.in_re,and
instance04213.smt2, str.to_re,str.in_re,and
instance04222.smt2, str.to_re,str.in_re,not,and
instance04224.smt2, str.to_re,str.in_re,not,and
instance04225.smt2, str.to_re,str.in_re,not,and
instance04233.smt2, str.to_re,str.in_re,not,and
instance04244.smt2, str.to_re,str.in_re,not,and
instance04246.smt2, str.to_re,str.in_re,not,and
instance04247.smt2, str.to_re,str.in_re,and
instance04249.smt2, str.to_re,str.in_re,and
instance04254.smt2, str.to_re,str.in_re,and
instance04261.smt2, str.to_re,str.in_re,and
instance04264.smt2, str.to_re,str.in_re,not,and
instance04266.smt2, str.to_re,str.in_re,and
instance04272.smt2, str.to_re,str.in_re,and
instance04303.smt2, str.to_re,str.in_re,not,and
instance04329.smt2, str.to_re,str.in_re,not,and
instance04338.smt2, str.to_re,str.in_re,not,and
instance04346.smt2, str.to_re,str.in_re,and
instance04364.smt2, str.to_re,str.in_re,not,and
instance04370.smt2, str.to_re,str.in_re,and
instance04372.smt2, str.to_re,str.in_re,and
instance04375.smt2, str.to_re,str.in_re,not,and
instance04388.smt2, str.to_re,str.in_re,not,and
instance04420.smt2, str.to_re,str.in_re,and
instance04424.smt2, str.to_re,str.in_re,not,and
instance04427.smt2, str.to_re,str.in_re,and
instance04435.smt2, str.to_re,str.in_re,and
instance04439.smt2, str.to_re,str.in_re,not,and
instance04447.smt2, str.to_re,str.in_re,not,and
instance04466.smt2, str.to_re,str.in_re,and
instance04478.smt2, str.to_re,str.in_re,and
instance04479.smt2, str.to_re,str.in_re,not,and
instance04498.smt2, str.to_re,str.in_re,and
instance04503.smt2, str.to_re,str.in_re,and
instance04506.smt2, str.to_re,str.in_re,not,and
instance04507.smt2, str.to_re,str.in_re,not,and
instance04516.smt2, str.to_re,str.in_re,and
instance04517.smt2, str.to_re,str.in_re,and
instance04524.smt2, str.to_re,str.in_re,and
instance04525.smt2, str.to_re,str.in_re,and
instance04527.smt2, str.to_re,str.in_re,not,and
instance04538.smt2, str.to_re,str.in_re,not,and
instance04542.smt2, str.to_re,str.in_re,not,and
instance04543.smt2, str.to_re,str.in_re,and
instance04545.smt2, str.to_re,str.in_re,and
instance04559.smt2, str.to_re,str.in_re,and
instance04564.smt2, str.to_re,str.in_re,not,and
instance04568.smt2, str.to_re,str.in_re,not,and
instance04594.smt2, str.to_re,str.in_re,not,and
instance04600.smt2, str.to_re,str.in_re,not,and
instance04602.smt2, str.to_re,str.in_re,and
instance04605.smt2, str.to_re,str.in_re,not,and
instance04614.smt2, str.to_re,str.in_re,and
