filename	mas	cvc5	ostrich	z3
instance02324	0.753	0.61	0.44	0.304
instance02327	0.731	0.581	0.434	0.291
instance02332	0.788	0.603	0.454	0.308
instance02345	0.764	0.584	0.452	0.311
instance02354	0.753	0.599	0.438	0.304
instance02357	0.788	0.589	0.459	0.307
instance02358	0.75	0.617	0.425	0.324
instance02366	0.776	0.615	0.441	0.302
instance02380	0.732	0.608	0.422	0.301
instance02390	0.76	0.603	0.446	0.301
instance02395	0.741	0.584	0.434	0.31
instance02413	0.754	0.579	0.455	0.31
instance02416	0.752	0.592	0.424	0.295
instance02451	0.743	0.575	0.447	0.286
instance02458	0.77	0.594	0.452	0.301
instance02482	0.719	0.629	0.406	0.308
instance02489	0.758	0.583	0.442	0.302
instance02514	0.746	0.604	0.421	0.305
instance02542	0.75	0.59	0.425	0.283
instance02591	0.772	0.586	0.457	0.326
instance02596	0.74	0.563	0.467	0.293
instance02622	0.744	0.582	0.451	0.306
instance02678	0.755	0.589	0.45	0.296
instance02701	0.75	0.589	0.444	0.288
instance02733	0.773	0.611	0.437	0.321
instance02743	0.753	0.59	0.451	0.315
instance02745	0.748	0.596	0.437	0.307
instance02753	0.748	0.6	0.425	0.297
instance02758	0.772	0.613	0.45	0.303
instance02759	0.763	0.605	0.425	0.316
instance02770	0.748	0.593	0.447	0.305
instance02814	0.752	0.617	0.436	0.301
instance02825	0.748	0.614	0.439	0.304
instance02826	0.76	0.595	0.45	0.289
instance02845	0.745	0.615	0.423	0.298
instance02859	0.765	0.586	0.455	0.311
instance02868	0.762	0.576	0.448	0.285
instance02869	0.757	0.607	0.435	0.317
instance02873	0.745	0.597	0.43	0.311
instance02876	0.768	0.593	0.458	0.333
instance02890	0.755	0.598	0.43	0.298
instance02891	0.742	0.577	0.437	0.304
instance02912	0.778	0.623	0.449	0.299
instance02929	0.748	0.612	0.434	0.377
instance02943	0.746	0.609	0.432	0.303
instance02954	0.753	0.59	0.431	0.297
instance02957	0.772	0.574	0.465	0.302
instance02987	0.758	0.582	0.456	0.297
instance02997	0.773	0.587	0.457	0.299
instance03007	0.76	0.59	0.441	0.328
instance03043	0.768	0.617	0.437	0.3
instance03094	0.738	0.591	0.443	0.318
instance03108	0.767	0.608	0.44	0.309
instance03116	0.757	0.587	0.459	0.289
instance03127	0.748	0.58	0.462	0.296
instance03136	0.761	0.6	0.44	0.295
instance03142	0.738	0.591	0.437	0.301
instance03153	0.757	0.595	0.436	0.308
instance03161	0.772	0.606	0.452	0.31
instance03197	0.748	0.585	0.45	0.311
instance03200	0.747	0.613	0.42	0.295
instance03203	0.754	0.603	0.435	0.324
instance03216	0.763	0.604	0.435	0.308
instance03235	0.743	0.589	0.444	0.301
instance03276	0.756	0.593	0.449	0.283
instance03294	0.773	0.611	0.43	0.31
instance03309	0.77	0.603	0.442	0.394
instance03317	0.743	0.579	0.434	0.309
instance03366	0.768	0.598	0.454	0.286
instance03374	0.751	0.589	0.451	0.311
instance03405	0.769	0.598	0.454	0.302
instance03431	0.763	0.59	0.466	0.31
instance03441	0.74	0.591	0.415	0.303
instance03444	0.751	0.591	0.464	0.299
instance03459	0.753	0.597	0.445	0.295
instance03495	0.739	0.608	0.42	0.309
instance03545	0.744	0.586	0.446	0.297
instance03552	0.769	0.616	0.438	0.29
instance03565	0.759	0.594	0.447	0.298
instance03575	0.737	0.604	0.433	0.296
instance03576	0.783	0.605	0.439	0.308
instance03598	0.766	0.605	0.444	0.299
instance03623	0.758	0.623	0.435	0.308
instance03653	0.735	0.58	0.437	0.311
instance03661	0.754	0.589	0.45	0.301
instance03670	0.764	0.596	0.447	0.302
instance03671	0.75	0.587	0.442	0.305
instance03692	0.767	0.632	0.425	0.304
instance03730	0.75	0.606	0.437	0.305
instance03766	0.777	0.605	0.435	0.323
instance03772	0.735	0.603	0.417	0.28
instance03808	0.773	0.602	0.463	0.307
instance03859	0.753	0.602	0.445	0.311
instance03905	0.763	0.599	0.444	0.315
instance03906	0.753	0.612	0.427	0.295
instance03937	0.758	0.611	0.429	0.307
instance03961	0.743	0.584	0.453	0.294
instance03965	0.764	0.624	0.437	0.312
instance03977	0.743	0.602	0.417	0.296
instance04017	0.744	0.606	0.424	0.3
instance04059	0.736	0.6	0.414	0.297
instance04116	0.766	0.601	0.445	0.307
instance04129	0.762	0.606	0.432	0.302
instance04149	0.764	0.602	0.45	0.303
instance04182	0.741	0.6	0.436	0.306
instance04222	0.763	0.609	0.438	0.325
instance04224	0.762	0.609	0.437	0.294
instance04225	0.757	0.602	0.428	0.308
instance04233	0.755	0.607	0.424	0.299
instance04244	0.741	0.595	0.435	0.299
instance04246	0.733	0.572	0.447	0.3
instance04264	0.775	0.587	0.451	0.301
instance04303	0.736	0.59	0.434	0.335
instance04329	0.753	0.602	0.439	0.3
instance04338	0.754	0.6	0.444	0.292
instance04364	0.734	0.579	0.431	0.294
instance04375	0.754	0.571	0.465	0.297
instance04388	0.742	0.593	0.438	0.295
instance04424	0.749	0.592	0.431	0.332
instance04439	0.743	0.6	0.431	0.303
instance04447	0.751	0.588	0.45	0.315
instance04479	0.752	0.581	0.45	0.313
instance04506	0.733	0.612	0.408	0.302
instance04507	0.748	0.594	0.446	0.304
instance04527	0.751	0.564	0.461	0.303
instance04538	0.751	0.604	0.434	0.298
instance04542	0.745	0.588	0.445	0.303
instance04564	0.743	0.592	0.435	0.424
instance04568	0.748	0.566	0.46	0.31
instance04594	0.738	0.589	0.434	0.375
instance04600	0.746	0.609	0.417	0.378
instance04605	0.758	0.615	0.441	0.319
instance04650	0.775	0.589	0.456	0.29
instance04660	0.791	0.601	0.453	0.302
instance04662	0.744	0.601	0.424	0.304
instance04678	0.751	0.589	0.444	0.313
instance04681	0.76	0.599	0.44	0.308
instance04687	0.727	0.59	0.411	0.3
instance04705	0.75	0.591	0.444	0.31
instance04712	0.769	0.597	0.442	0.308
instance04742	0.757	0.572	0.447	0.307
instance04743	0.764	0.613	0.43	0.304
instance04762	0.755	0.603	0.431	0.295
instance04768	0.759	0.605	0.446	0.293
instance04788	0.765	0.609	0.423	0.308
instance04794	0.742	0.598	0.432	0.307
instance04795	0.76	0.584	0.45	0.311
instance04810	0.74	0.59	0.432	0.306
instance04811	0.753	0.598	0.433	0.299
instance04813	0.781	0.608	0.452	0.318
instance04825	0.749	0.614	0.413	0.308
instance04836	0.753	0.597	0.442	0.283
instance04863	0.746	0.598	0.439	0.305
instance04924	0.754	0.592	0.437	0.294
instance04925	0.756	0.603	0.44	0.304
instance04926	0.764	0.594	0.451	0.31
instance04933	0.755	0.57	0.463	0.296
instance04936	0.735	0.601	0.429	0.298
instance04977	0.749	0.58	0.452	0.308
instance04989	0.744	0.599	0.436	0.311
instance04991	0.77	0.606	0.453	0.301
instance05047	0.746	0.591	0.442	0.306
instance05066	0.763	0.592	0.448	0.324
instance05073	0.778	0.617	0.426	0.315
instance05079	0.754	0.592	0.431	0.296
instance05117	0.752	0.588	0.445	0.293
instance05123	0.752	0.578	0.458	0.314
instance05131	0.762	0.592	0.449	0.295
instance05152	0.753	0.586	0.444	0.31
instance05161	0.753	0.594	0.446	0.312
instance05163	0.745	0.589	0.437	0.303
instance05177	0.757	0.597	0.447	0.3
instance05179	0.758	0.601	0.45	0.303
instance05194	0.739	0.586	0.441	0.318
instance05211	0.749	0.585	0.439	0.298
instance05230	0.775	0.586	0.439	0.299
instance05275	0.781	0.597	0.444	0.31
instance05304	0.768	0.596	0.44	0.292
instance05305	0.745	0.601	0.427	0.303
instance05316	0.769	0.604	0.437	0.3
instance05345	0.76	0.583	0.458	0.307
instance05348	0.742	0.601	0.416	0.311
instance05365	0.753	0.592	0.439	0.31
instance05380	0.765	0.587	0.465	0.298
instance05388	0.742	0.608	0.436	0.313
instance05411	0.753	0.612	0.435	0.316
instance05426	0.757	0.605	0.44	0.315
instance05428	0.747	0.615	0.428	0.321
instance05465	0.75	0.601	0.429	0.285
instance05474	0.742	0.595	0.428	0.284
instance05477	0.752	0.588	0.441	0.308
instance05481	0.738	0.597	0.447	0.294
instance05486	0.752	0.595	0.433	0.316
instance05487	0.748	0.619	0.422	0.31
instance05507	0.752	0.602	0.431	0.305
instance05512	1.05	0.601	0.436	0.3
instance05515	0.764	0.577	0.458	0.304
instance05547	0.757	0.584	0.466	0.312
instance05567	0.758	0.579	0.452	0.3
instance05592	0.764	0.584	0.441	0.311
instance05632	0.75	0.596	0.441	0.312
instance05641	0.757	0.603	0.445	0.312
instance05673	0.777	0.61	0.453	0.293
instance05680	0.755	0.591	0.442	0.308
instance05684	0.758	0.575	0.466	0.306
instance05698	0.737	0.594	0.434	0.299
instance05710	0.771	0.585	0.467	0.298
instance05728	0.751	0.586	0.444	0.322
instance05746	0.746	0.576	0.459	0.311
instance05753	0.753	0.6	0.433	0.332
instance05764	0.737	0.612	0.416	0.304
instance05776	0.76	0.582	0.456	0.314
instance05785	0.752	0.597	0.437	0.306
instance05787	0.764	0.595	0.444	0.316
instance05823	0.733	0.6	0.424	0.299
instance05826	0.762	0.607	0.439	0.3
instance05845	0.749	0.613	0.424	0.298
instance05848	0.745	0.577	0.447	0.319
instance05851	0.75	0.607	0.432	0.315
instance05871	0.762	0.596	0.44	0.301
instance05888	0.755	0.604	0.441	0.294
instance05902	0.755	0.598	0.45	0.295
instance05937	0.757	0.59	0.453	0.316
instance05941	0.77	0.577	0.442	0.304
instance05978	0.765	0.579	0.449	0.31
instance05989	0.749	0.599	0.442	0.31
instance05991	0.76	0.589	0.444	0.316
instance07209	0.758	0.589	0.446	0.292
instance07975	0.747	0.571	0.459	0.301
instance08348	0.763	0.604	0.444	0.29
instance08980	0.765	0.623	0.438	0.304
instance10147	0.742	0.606	0.447	0.303
instance10397	0.765	0.623	0.438	0.313
instance11372	0.76	0.608	0.439	0.293
instance12474	0.769	0.62	0.448	0.31
instance12961	0.757	0.619	0.432	0.297
instance13060	0.756	0.615	0.433	0.293
instance13068	0.756	0.606	0.428	0.287
