,bass,,,,cvc5,,,,ostrich,,,,z3-noodler
filename,real,user,sys,mem,real,user,sys,mem,real,user,sys,mem,real,user,sys,mem
Basic1,0.50,0.41,0.06,42896,0.28,0.01,0.01,8152,3.10,1.64,0.14,204560,0.06,0.04,0.02,27524,
Basic3,0.74,0.60,0.11,43984,,,,,51.48,49.48,0.71,774292,,,,,
Basic5,0.94,0.85,0.05,66724,0.31,0.01,0.02,9244,7.41,5.96,0.26,329400,0.69,0.11,0.04,33592,
Basic10,0.67,0.56,0.08,43036,0.12,0.01,0.02,8152,3.03,1.69,0.14,204496,0.61,0.04,0.02,27524,
Basic11,0.89,0.62,0.08,49740,0.05,0.01,0.00,8928,7.41,5.85,0.30,317500,10.45,8.70,1.19,197160,
Basic15,0.69,0.55,0.06,46572,0.04,0.01,0.00,8172,5.11,3.61,0.17,242176,0.07,0.04,0.01,27804,
Basic16,0.57,0.46,0.08,43020,0.04,0.01,0.00,8152,2.94,1.57,0.20,199436,0.06,0.03,0.02,27524,
Basic17,0.60,0.46,0.08,43116,0.04,0.01,0.00,8152,2.62,1.52,0.12,210172,0.06,0.04,0.01,27524,
Basic18,0.53,0.42,0.08,41836,0.06,0.03,0.00,8440,2.32,1.24,0.10,177704,0.05,0.03,0.01,24272,
Basic30,0.36,0.30,0.02,42956,0.05,0.01,0.01,8152,2.60,1.55,0.12,212420,0.06,0.04,0.01,27524,
Basic31,0.57,0.45,0.09,41644,0.06,0.03,0.00,8440,1.34,1.14,0.10,175144,0.05,0.03,0.01,24272,
Basic32,0.58,0.46,0.09,43104,0.04,0.01,0.01,8152,2.59,1.54,0.12,212544,0.07,0.04,0.01,27524,
Basic33,0.64,0.52,0.08,43172,0.05,0.01,0.00,8152,2.60,1.53,0.12,212872,0.06,0.04,0.02,27524,
Basic34,0.33,0.27,0.03,41588,0.06,0.03,0.00,8440,2.30,1.24,0.09,175808,0.05,0.03,0.01,24272,
Basic35,0.51,0.41,0.06,41896,0.09,0.03,0.01,8440,2.52,1.37,0.13,175584,0.06,0.03,0.01,24272,
BeanShellUtil,0.58,0.48,0.05,43160,0.07,0.01,0.01,8012,2.85,1.66,0.14,204572,0.06,0.04,0.01,26688,
BigIntegerConverter,0.55,0.43,0.09,42392,0.04,0.01,0.00,8424,2.76,1.84,0.14,206824,0.06,0.04,0.01,27496,
BooleanFormatter,1.32,1.13,0.16,86716,0.04,0.02,0.01,9692,5.28,4.24,0.21,305096,,,,,
bug-test-gen-095,0.29,0.24,0.02,49368,0.04,0.01,0.01,7156,2.12,1.91,0.13,219424,0.03,0.01,0.01,20824,
CamundaBpmRunAuthenticationProperties,0.62,0.44,0.11,42744,0.03,0.01,0.00,7636,1.60,1.43,0.11,176088,0.05,0.03,0.01,26296,
CharSequenceToString,0.58,0.44,0.07,42200,0.04,0.01,0.00,6948,1.65,1.47,0.11,181316,0.06,0.03,0.01,24664,
CIDRUtils,0.47,0.40,0.04,42544,0.04,0.01,0.00,7812,1.83,1.64,0.11,204740,0.05,0.03,0.01,26592,
ClassOverride,0.28,0.24,0.02,49480,0.06,0.03,0.00,5008,1.88,1.69,0.11,204460,0.06,0.04,0.01,24504,
CleanNodeFormatter,0.59,0.48,0.08,45976,0.06,0.02,0.01,8212,1.91,1.71,0.13,207408,0.06,0.04,0.01,26728,
ClojureUtil,0.50,0.40,0.04,43156,0.03,0.01,0.00,8012,1.91,1.71,0.13,204768,0.26,0.04,0.01,26688,
Collections1,0.46,0.39,0.04,42840,0.08,0.01,0.00,8152,1.95,1.66,0.14,207188,0.21,0.04,0.02,27524,
Collections2,0.35,0.30,0.03,49604,0.05,0.01,0.00,8152,1.95,1.65,0.14,205552,0.19,0.04,0.01,27524,
Collections3,0.37,0.33,0.02,49572,0.04,0.01,0.00,8152,2.00,1.67,0.15,207456,0.21,0.04,0.02,27524,
Collections4,0.37,0.32,0.03,49332,0.03,0.01,0.00,8152,1.95,1.67,0.13,207796,0.27,0.04,0.01,27524,
Collections5,0.34,0.29,0.03,49544,0.04,0.01,0.00,8152,1.97,1.63,0.17,207492,0.19,0.04,0.02,27524,
Collections6,0.33,0.29,0.02,49544,0.04,0.01,0.00,8152,1.92,1.61,0.13,205968,0.20,0.04,0.01,27524,
Collections7,0.34,0.29,0.03,49508,0.08,0.01,0.00,8152,1.94,1.64,0.13,207488,0.19,0.03,0.03,27524,
Collections9,0.36,0.31,0.02,49468,0.03,0.01,0.00,7644,1.63,1.44,0.12,178016,0.23,0.04,0.01,27404,
Collections12,0.36,0.30,0.03,49492,0.05,0.01,0.01,8152,1.93,1.63,0.14,204976,0.54,0.04,0.02,27524,
Collections13,0.38,0.31,0.04,49492,0.04,0.02,0.00,8152,1.81,1.65,0.12,208632,0.06,0.04,0.01,27524,
Collections14,0.37,0.31,0.03,49408,0.04,0.01,0.00,8152,1.86,1.65,0.14,204804,0.06,0.04,0.01,27524,
ControlUnit,0.38,0.33,0.03,49764,0.03,0.01,0.00,6860,1.65,1.47,0.12,183088,0.05,0.04,0.01,24488,
CoreOjClassLoader,0.38,0.32,0.03,49516,0.03,0.01,0.00,6816,1.63,1.45,0.12,179812,0.05,0.03,0.01,24488,
CurrentWeather,0.75,0.69,0.04,84332,0.04,0.01,0.00,7900,1.70,1.49,0.14,179352,0.06,0.04,0.01,26500,
DataFilePaths,0.47,0.41,0.04,51628,0.02,0.01,0.00,8024,2.20,1.82,0.13,213016,0.06,0.04,0.01,26676,
Datastructures1,0.34,0.29,0.03,47136,0.06,0.03,0.00,8440,1.64,1.36,0.11,175148,0.05,0.03,0.01,24296,
Datastructures2,0.32,0.29,0.02,49452,0.05,0.01,0.01,8156,1.96,1.68,0.13,207304,0.06,0.04,0.01,27524,
Datastructures3,0.34,0.29,0.03,49552,0.05,0.01,0.01,8156,1.87,1.66,0.13,208728,0.06,0.03,0.02,27524,
Datastructures5,0.40,0.34,0.03,49572,,,,,64.73,63.39,1.02,797524,,,,,
Datastructures6,0.36,0.31,0.03,49500,0.04,0.01,0.00,8156,1.87,1.65,0.14,200080,0.05,0.04,0.01,27524,
DesyncBox,0.77,0.71,0.04,86944,0.04,0.01,0.01,7860,2.23,2.03,0.12,215804,0.06,0.04,0.01,26452,
DirectObjectLessonIT,6.23,5.85,0.33,646124,0.03,0.02,0.00,8176,2.42,2.22,0.14,208844,0.12,0.09,0.02,31124,
DolphinSchedulerTokenManager_1_X,0.32,0.28,0.02,49480,0.05,0.01,0.00,8304,1.84,1.65,0.14,197532,0.06,0.04,0.01,27540,
ElideStandaloneExportTest,0.55,0.47,0.03,64264,0.04,0.01,0.00,8004,1.72,1.52,0.13,178004,0.05,0.03,0.01,26416,
ExternalProcessOutputParser,0.39,0.30,0.03,47228,0.04,0.01,0.00,7940,1.85,1.63,0.15,199668,0.05,0.03,0.01,26568,
ExtractorVerbalVBNZero,0.49,0.33,0.04,49460,0.04,0.01,0.00,7700,1.74,1.48,0.13,176828,0.06,0.03,0.01,26412,
Factories1,0.52,0.34,0.04,49484,,,,,47.89,46.77,0.94,773416,,,,,
Factories2,0.41,0.31,0.04,49308,0.04,0.01,0.01,8152,1.98,1.66,0.15,201460,0.06,0.04,0.01,27524,
Factories3,0.37,0.32,0.03,49288,0.05,0.01,0.00,8152,1.66,1.47,0.15,199668,0.06,0.04,0.01,27524,
Forecast,0.76,0.68,0.04,81428,0.05,0.01,0.01,7900,1.69,1.51,0.14,177844,0.06,0.03,0.02,26500,
FreeMarkerScriptEngineFactory,0.81,0.73,0.05,92380,0.03,0.01,0.00,7776,1.66,1.50,0.13,178116,0.06,0.04,0.01,26752,
FSFunction,0.38,0.29,0.03,47208,0.05,0.01,0.00,6856,1.53,1.37,0.11,169988,0.05,0.04,0.01,24476,
GoogleCloudExtensionModule,0.41,0.30,0.03,49364,0.03,0.01,0.00,7640,1.62,1.46,0.13,176172,0.06,0.03,0.01,26296,
HMAC,0.34,0.29,0.03,47412,0.06,0.01,0.00,7616,1.63,1.46,0.14,176492,0.06,0.04,0.01,27384,
HTMLEditorUtils,0.79,0.73,0.04,84908,0.05,0.01,0.00,7904,1.83,1.53,0.11,177784,0.06,0.04,0.01,26512,
InitMIFWIN,0.33,0.28,0.03,47204,0.07,0.01,0.00,6808,1.67,1.49,0.13,177332,0.05,0.03,0.01,24476,
Inter1,0.35,0.30,0.04,49456,0.04,0.01,0.01,8152,1.88,1.67,0.15,201704,0.06,0.04,0.01,27524,
Inter2,0.34,0.29,0.03,47016,0.09,0.05,0.01,8440,1.56,1.38,0.12,171708,0.05,0.03,0.01,24272,
Inter3,1.29,1.19,0.07,166312,0.04,0.01,0.01,7856,10.52,10.04,0.41,686244,0.06,0.04,0.01,27044,
Inter4,0.36,0.31,0.03,49176,0.04,0.01,0.02,8152,1.93,1.65,0.14,199204,0.06,0.04,0.01,27524,
Inter5,0.46,0.35,0.03,49684,,,,,57.60,56.12,0.98,770596,,,,,
Inter6,0.37,0.33,0.02,49472,0.06,0.02,0.00,8152,1.92,1.69,0.13,208580,0.06,0.04,0.01,27524,
Inter7,0.36,0.31,0.03,49220,0.13,0.02,0.01,8152,1.88,1.68,0.11,209396,0.06,0.04,0.01,27524,
Inter8,0.36,0.31,0.03,49504,0.04,0.01,0.00,8152,1.88,1.66,0.12,210076,0.06,0.04,0.01,27524,
Inter11,0.38,0.33,0.03,49556,,,,,59.00,57.87,0.93,768668,,,,,
Inter12,0.36,0.32,0.03,49528,0.04,0.01,0.00,8152,1.83,1.66,0.10,204056,0.05,0.04,0.01,27524,
Inter13,0.40,0.34,0.03,49504,0.05,0.01,0.00,8152,1.81,1.63,0.13,204036,0.06,0.04,0.01,27524,
Inter14,0.35,0.29,0.03,47260,0.05,0.03,0.00,8440,1.56,1.38,0.11,172720,0.05,0.04,0.01,24272,
ItemFuncGetFormat,0.59,0.45,0.04,47408,0.04,0.01,0.01,7792,1.67,1.51,0.12,184604,0.06,0.04,0.01,27564,
Items,1.56,1.40,0.11,130232,0.05,0.02,0.00,8724,2.15,1.93,0.12,208128,0.06,0.05,0.00,27040,
JalgorInterpreter,0.47,0.35,0.03,51688,0.04,0.01,0.00,8992,4.08,3.84,0.19,285828,0.16,0.13,0.03,34880,
JavaWebClassVisitor,0.55,0.36,0.04,51492,0.08,0.05,0.01,12136,1.73,1.57,0.10,183964,0.05,0.04,0.01,27248,
KBPAnnotatorBenchmark,0.92,0.83,0.06,104272,0.05,0.01,0.00,7820,1.71,1.52,0.13,182276,0.06,0.04,0.01,26924,
KeycloakExportProvider,0.55,0.47,0.03,61512,0.09,0.02,0.00,8624,1.97,1.83,0.11,204644,0.06,0.04,0.01,28040,
KeycloakImportProvider,0.56,0.48,0.04,61764,0.04,0.02,0.00,8624,2.18,1.97,0.13,214580,0.07,0.04,0.01,28040,
ModulePlan,0.46,0.37,0.03,52044,0.04,0.01,0.00,7700,1.65,1.47,0.10,178676,0.05,0.04,0.01,26420,
NewMybatisProcessor,0.56,0.42,0.03,51760,0.06,0.01,0.00,8048,1.92,1.76,0.12,209748,0.06,0.03,0.02,26720,
NoteHandler,0.66,0.55,0.04,65228,0.05,0.02,0.00,7756,1.62,1.48,0.11,182708,0.06,0.04,0.02,26436,
OracleDbmsDialect,0.46,0.30,0.03,49552,0.07,0.01,0.01,7640,1.64,1.50,0.12,180180,0.06,0.04,0.01,27420,
Output,0.41,0.33,0.03,49612,0.23,0.01,0.00,7672,1.63,1.49,0.11,177904,0.05,0.03,0.01,26396,
OverapproximationString01,0.78,0.39,0.03,51792,0.04,0.01,0.00,7152,2.22,2.05,0.13,204196,0.03,0.02,0.00,20828,
PathUtil,1.38,1.00,0.07,138856,0.08,0.04,0.00,10056,21.61,20.91,0.61,731008,,,,,
PathUtil_1,1.22,0.88,0.07,137352,0.14,0.04,0.00,10056,21.45,20.79,0.57,733852,,,,,
PathUtil_2,1.06,0.94,0.06,139004,0.21,0.04,0.01,10056,42.22,39.37,2.66,734572,,,,,
PayHelper,0.63,0.35,0.03,49680,0.17,0.02,0.00,8044,1.84,1.70,0.10,210160,0.06,0.04,0.01,26696,
PDFFontEncoding,0.73,0.65,0.04,73896,0.04,0.01,0.00,7744,1.64,1.49,0.12,181604,0.05,0.04,0.01,26440,
PermissionsFragment,0.49,0.29,0.04,49272,0.08,0.01,0.00,8352,1.80,1.63,0.11,206244,0.06,0.04,0.01,27524,
PluginManifestParser,0.41,0.32,0.03,49600,0.04,0.01,0.00,7996,1.79,1.63,0.14,208912,0.05,0.04,0.01,26708,
PoorValidationLessonIT,1.49,1.29,0.08,178252,0.06,0.01,0.00,8092,10.23,9.81,0.37,694412,0.12,0.09,0.02,30592,
Pred4,0.46,0.30,0.04,49496,0.05,0.01,0.00,8152,1.81,1.66,0.12,205736,0.06,0.04,0.01,27524,
Pred5,0.38,0.30,0.03,49436,0.04,0.01,0.01,8152,1.83,1.68,0.11,205616,0.06,0.03,0.02,27524,
Pred8,0.38,0.33,0.03,49440,0.18,0.01,0.00,7820,1.84,1.67,0.14,208996,0.06,0.04,0.01,26656,
Pred9,0.68,0.30,0.03,47484,0.11,0.01,0.00,7072,1.64,1.50,0.11,184792,0.05,0.03,0.01,24496,
Refl1,0.40,0.31,0.04,49644,0.17,0.01,0.00,8152,1.79,1.64,0.12,209316,0.06,0.04,0.01,27524,
Refl3,0.83,0.32,0.03,42976,0.18,0.01,0.00,8152,1.87,1.69,0.14,210080,0.06,0.04,0.01,27524,
Refl4,0.37,0.32,0.04,42704,0.17,0.01,0.00,8152,1.85,1.63,0.18,200556,0.06,0.04,0.01,27524,
ReloadStatus,0.63,0.37,0.03,46440,0.18,0.01,0.00,7668,1.52,1.39,0.08,182040,0.05,0.03,0.01,26420,
ResumoActivity,0.34,0.28,0.04,41428,0.10,0.03,0.00,8176,1.43,1.26,0.10,172516,0.06,0.03,0.01,24284,
RocketMqProhibitionTest,0.77,0.38,0.03,46040,0.17,0.01,0.00,8008,1.58,1.40,0.08,181692,0.07,0.05,0.01,27980,
ScoreboardStatus,0.63,0.45,0.04,52908,0.18,0.01,0.00,7748,1.52,1.39,0.09,185260,0.06,0.04,0.01,26424,
ScriptPidUtilsTest,0.46,0.41,0.03,49888,0.18,0.01,0.00,8076,2.21,1.97,0.13,228368,0.31,0.26,0.04,35984,
SecurityMisconfigLessonIT,3.52,2.92,0.23,370920,0.19,0.01,0.01,8200,2.64,2.41,0.12,237548,0.14,0.10,0.03,30980,
Session1,0.38,0.33,0.03,44432,0.04,0.01,0.00,8152,3.02,2.61,0.36,199692,0.06,0.04,0.02,27524,
Session2,0.38,0.31,0.04,44108,0.19,0.01,0.00,8152,2.86,2.57,0.25,200404,0.05,0.03,0.01,27524,
Session3,0.37,0.32,0.02,44100,0.06,0.01,0.00,8152,1.80,1.61,0.15,205996,0.06,0.04,0.02,27524,
ShareOpenActivity,0.42,0.36,0.04,44428,0.17,0.01,0.00,8008,1.89,1.71,0.12,205096,0.06,0.03,0.01,26668,
SpringBootVFS,0.35,0.29,0.04,43408,0.20,0.00,0.01,8328,1.82,1.65,0.11,208948,0.06,0.04,0.01,27516,
SqlInjectionLessonIT,2.28,2.05,0.15,252028,0.18,0.01,0.00,8148,2.53,2.32,0.13,217760,0.20,0.14,0.04,31292,
startswith,0.36,0.29,0.03,45296,0.04,0.01,0.00,6836,1.65,1.46,0.12,182908,0.05,0.03,0.01,24492,
StringBuilderCapLen02,0.52,0.47,0.04,54352,0.07,0.01,0.00,7648,1.70,1.49,0.13,181028,0.05,0.04,0.01,26292,
StringBuilderChars02,0.64,0.35,0.04,46516,0.04,0.01,0.00,7640,1.64,1.47,0.10,183420,0.06,0.04,0.01,26296,
StringBuilderChars06,0.41,0.36,0.04,48696,0.07,0.01,0.00,7640,2.63,2.30,0.29,176652,0.06,0.04,0.01,26296,
StringConcatenation01,0.32,0.26,0.04,47156,0.06,0.03,0.00,8176,2.11,1.84,0.18,166904,0.05,0.04,0.01,24264,
StringConcatenation02,0.41,0.33,0.04,46252,0.03,0.01,0.00,7068,2.03,1.87,0.11,211408,0.03,0.01,0.01,20840,
StringConcatenation03,1.05,0.95,0.08,142236,0.03,0.01,0.00,7928,1.82,1.67,0.13,209508,0.06,0.04,0.01,27464,
StringConcatenation04,0.40,0.34,0.03,47340,0.06,0.01,0.00,7640,1.55,1.40,0.12,184856,0.05,0.03,0.01,26300,
StringConstructors02,0.52,0.31,0.02,42100,0.02,0.01,0.01,7624,1.61,1.48,0.10,181792,0.05,0.04,0.01,27396,
StringConstructors03,0.33,0.28,0.03,49692,0.03,0.01,0.00,7664,1.46,1.33,0.12,178472,0.06,0.04,0.01,28180,
StringConstructors04,0.54,0.44,0.08,42472,0.03,0.01,0.00,7640,1.56,1.42,0.12,183684,0.07,0.03,0.02,27420,
StringConstructors05,0.61,0.49,0.06,43548,0.03,0.01,0.00,7640,1.58,1.42,0.13,182672,0.05,0.03,0.01,27408,
StringContains01,0.58,0.45,0.10,42628,0.02,0.01,0.00,7928,1.81,1.65,0.13,203704,0.05,0.03,0.02,27212,
StringContains02,0.58,0.46,0.07,43168,0.06,0.01,0.00,7812,1.82,1.65,0.13,204284,0.05,0.04,0.01,26624,
StringStartEnd02,0.66,0.49,0.06,43784,0.05,0.01,0.00,8184,1.72,1.59,0.10,209476,0.06,0.04,0.01,26720,
StringStartEnd03,0.61,0.51,0.07,44204,0.04,0.01,0.00,8232,1.78,1.65,0.12,201212,0.06,0.03,0.02,26716,
StringValueOf10,0.56,0.48,0.06,43756,0.06,0.01,0.00,7068,1.92,1.77,0.13,210260,0.03,0.01,0.01,20840,
TagRouterTest,0.31,0.27,0.02,47268,0.05,0.03,0.00,8176,1.46,1.35,0.09,173164,0.05,0.04,0.01,24284,
TeleopController,0.33,0.29,0.03,47196,0.08,0.03,0.00,8176,1.45,1.30,0.11,173944,0.05,0.03,0.01,24284,
TestLimitQuery,4.70,4.36,0.30,629224,0.05,0.01,0.01,8092,2.41,2.24,0.16,223168,0.08,0.06,0.01,27388,
TransaksiMataKuliah,0.40,0.32,0.03,49568,0.04,0.01,0.00,7712,1.59,1.46,0.11,176616,0.06,0.04,0.01,26384,
UnvalidatedForwardsLessonIT,5.59,4.91,0.63,440680,0.05,0.01,0.00,8120,2.32,2.19,0.12,221596,0.13,0.09,0.03,31120,
URIResolverImpl,0.70,0.62,0.04,73932,0.05,0.01,0.00,8028,1.80,1.64,0.13,209020,0.05,0.03,0.01,26680,
Utils_4,0.38,0.33,0.03,49400,0.04,0.01,0.00,7864,1.72,1.57,0.13,209160,0.05,0.04,0.01,26740,
WebDAV,0.37,0.31,0.02,49364,0.04,0.01,0.00,7812,1.68,1.51,0.15,199212,0.08,0.05,0.02,26584,
WundergroundReqest,0.72,0.65,0.04,81204,0.18,0.01,0.00,7924,1.60,1.45,0.13,177972,0.06,0.03,0.02,26488,
XssLessonIT,3.57,3.28,0.20,400580,0.20,0.01,0.01,8140,2.49,2.30,0.16,230664,,,,,
